Cell HMS LINCS ID,Cell Name,Small Molecule HMS LINCS ID,Small Molecule Name,Small Mol Concentration,Small Mol Conc Unit,Replicate,Seeding Density,Mean Total Cell Count Before Treatment,Mean Total Cell Count After Treatment,Mean Total Control Cell Count,Mean Relative Cell Count,Mean Normalized Growth Rate Inhibition Value
50105-3,BT-20,10099-101-1,Nilotinib,0.31623,uM,5,625.00,303.96,961.00,758.42,1.2807,1.4358
50105-3,BT-20,10099-101-1,Nilotinib,1,uM,5,625.00,303.96,1037.67,758.42,1.3726,1.5555
50105-3,BT-20,10099-101-1,Nilotinib,3.1623,uM,5,625.00,303.96,942.67,758.42,1.2361,1.3387
50105-3,BT-20,10099-101-1,Nilotinib,10,uM,5,625.00,303.96,884.00,758.42,1.1695,1.2607
50105-3,BT-20,10099-101-1,Nilotinib,19.9526,uM,5,625.00,303.96,1026.00,758.42,1.3512,1.5145
50105-3,BT-20,10049-101-1,PLX-4720,0.0033113,uM,5,625.00,303.96,1060.33,758.42,1.4061,1.6091
50105-3,BT-20,10049-101-1,PLX-4720,0.01,uM,5,625.00,303.96,879.00,758.42,1.1526,1.2160
50105-3,BT-20,10049-101-1,PLX-4720,0.031623,uM,5,625.00,303.96,845.33,758.42,1.1207,1.1875
50105-3,BT-20,10049-101-1,PLX-4720,0.1,uM,5,625.00,303.96,931.00,758.42,1.2335,1.3546
50105-3,BT-20,10049-101-1,PLX-4720,0.31623,uM,5,625.00,303.96,935.67,758.42,1.2293,1.3320
50105-3,BT-20,10049-101-1,PLX-4720,1,uM,5,625.00,303.96,960.00,758.42,1.2817,1.4343
50105-3,BT-20,10049-101-1,PLX-4720,3.1623,uM,5,625.00,303.96,969.33,758.42,1.2859,1.4352
50105-3,BT-20,10049-101-1,PLX-4720,10,uM,5,625.00,303.96,830.67,758.42,1.0936,1.1379
50105-3,BT-20,10049-101-1,PLX-4720,19.9526,uM,5,625.00,303.96,627.33,758.42,0.8257,0.7225
50105-3,BT-20,10024-101-1,NVP-TAE684,0.0016596,uM,5,625.00,303.96,981.00,758.42,1.2822,1.3955
50105-3,BT-20,10024-101-1,NVP-TAE684,0.0033113,uM,5,625.00,303.96,1035.33,758.42,1.3702,1.5535
50105-3,BT-20,10024-101-1,NVP-TAE684,0.01,uM,5,625.00,303.96,1125.00,758.42,1.4837,1.7054
50105-3,BT-20,10024-101-1,NVP-TAE684,0.031623,uM,5,625.00,303.96,714.33,758.42,0.9346,0.8860
50105-3,BT-20,10024-101-1,NVP-TAE684,0.1,uM,5,625.00,303.96,819.67,758.42,1.0884,1.1441
50105-3,BT-20,10024-101-1,NVP-TAE684,0.31623,uM,5,625.00,303.96,925.00,758.42,1.2194,1.3263
50105-3,BT-20,10024-101-1,NVP-TAE684,1,uM,5,625.00,303.96,787.67,758.42,1.0471,1.0829
50105-3,BT-20,10024-101-1,NVP-TAE684,3.1623,uM,5,625.00,303.96,503.33,758.42,0.6676,0.4713
50105-3,BT-20,10024-101-1,NVP-TAE684,10,uM,5,625.00,303.96,259.00,758.42,0.3465,-0.1107
50105-3,BT-20,10071-101-1,Palbociclib,0.0033113,uM,5,625.00,303.96,829.67,808.83,1.0260,1.0339
50105-3,BT-20,10071-101-1,Palbociclib,0.01,uM,5,625.00,303.96,889.00,808.83,1.1020,1.1464
50105-3,BT-20,10071-101-1,Palbociclib,0.031623,uM,5,625.00,303.96,734.00,808.83,0.9064,0.8620
50105-3,BT-20,10071-101-1,Palbociclib,0.1,uM,5,625.00,303.96,589.33,808.83,0.7327,0.6010
50105-3,BT-20,10071-101-1,Palbociclib,0.31623,uM,5,625.00,303.96,510.67,808.83,0.6360,0.4439
50105-3,BT-20,10071-101-1,Palbociclib,1,uM,5,625.00,303.96,373.33,808.83,0.4624,0.1569
50105-3,BT-20,10071-101-1,Palbociclib,3.1623,uM,5,625.00,303.96,394.00,808.83,0.4882,0.2017
50105-3,BT-20,10071-101-1,Palbociclib,10,uM,5,625.00,303.96,352.67,808.83,0.4370,0.1103
50105-3,BT-20,10071-101-1,Palbociclib,19.9526,uM,5,625.00,303.96,366.67,808.83,0.4532,0.1402
50105-3,BT-20,10146-101-3,Omipalisib,0.0016596,uM,5,1250.00,675.75,2099.33,2087.42,1.0101,1.0156
50105-3,BT-20,10146-101-3,Omipalisib,0.0033113,uM,5,1250.00,675.75,2120.67,2087.42,1.0207,1.0284
50105-3,BT-20,10146-101-3,Omipalisib,0.01,uM,5,1250.00,675.75,1692.67,2087.42,0.8132,0.7607
50105-3,BT-20,10146-101-3,Omipalisib,0.031623,uM,5,1250.00,675.75,952.33,2087.42,0.4577,0.2348
50105-3,BT-20,10146-101-3,Omipalisib,0.1,uM,5,1250.00,675.75,623.67,2087.42,0.2999,-0.0481
50105-3,BT-20,10146-101-3,Omipalisib,0.31623,uM,5,1250.00,675.75,607.67,2087.42,0.2916,-0.0650
50105-3,BT-20,10146-101-3,Omipalisib,1,uM,5,1250.00,675.75,532.33,2087.42,0.2561,-0.1366
50105-3,BT-20,10146-101-3,Omipalisib,3.1623,uM,5,1250.00,675.75,403.00,2087.42,0.1934,-0.2747
50105-3,BT-20,10146-101-3,Omipalisib,10,uM,5,1250.00,675.75,329.00,2087.42,0.1574,-0.3598
50105-3,BT-20,10264-999-2,Methotrexate,0.0016596,uM,5,1250.00,675.75,2146.00,2087.42,1.0271,1.0322
50105-3,BT-20,10264-999-2,Methotrexate,0.0033113,uM,5,1250.00,675.75,2170.33,2087.42,1.0443,1.0560
50105-3,BT-20,10264-999-2,Methotrexate,0.01,uM,5,1250.00,675.75,2157.67,2087.42,1.0326,1.0386
50105-3,BT-20,10264-999-2,Methotrexate,0.031623,uM,5,1250.00,675.75,2155.67,2087.42,1.0408,1.0535
50105-3,BT-20,10264-999-2,Methotrexate,0.1,uM,5,1250.00,675.75,1812.00,2087.42,0.8708,0.8366
50105-3,BT-20,10264-999-2,Methotrexate,0.31623,uM,5,1250.00,675.75,1603.33,2087.42,0.7699,0.7008
50105-3,BT-20,10264-999-2,Methotrexate,1,uM,5,1250.00,675.75,1677.00,2087.42,0.8046,0.7494
50105-3,BT-20,10264-999-2,Methotrexate,3.1623,uM,5,1250.00,675.75,1715.67,2087.42,0.8240,0.7765
50105-3,BT-20,10264-999-2,Methotrexate,10,uM,5,1250.00,675.75,1685.67,2087.42,0.8085,0.7550
50105-3,BT-20,10102-999-6,Taxol,0.00016596,uM,5,1250.00,675.75,2446.00,2087.42,1.1774,1.2163
50105-3,BT-20,10102-999-6,Taxol,0.00033113,uM,5,1250.00,675.75,2000.67,2087.42,0.9610,0.9507
50105-3,BT-20,10102-999-6,Taxol,0.001,uM,5,1250.00,675.75,2150.67,2087.42,1.0335,1.0437
50105-3,BT-20,10102-999-6,Taxol,0.0031623,uM,5,1250.00,675.75,1903.00,2087.42,0.9118,0.8890
50105-3,BT-20,10102-999-6,Taxol,0.01,uM,5,1250.00,675.75,892.67,2087.42,0.4304,0.1890
50105-3,BT-20,10102-999-6,Taxol,0.031623,uM,5,1250.00,675.75,828.33,2087.42,0.3982,0.1337
50105-3,BT-20,10102-999-6,Taxol,0.1,uM,5,1250.00,675.75,691.33,2087.42,0.3333,0.0137
50105-3,BT-20,10102-999-6,Taxol,0.31623,uM,5,1250.00,675.75,736.00,2087.42,0.3550,0.0558
50105-3,BT-20,10102-999-6,Taxol,1,uM,5,1250.00,675.75,785.33,2087.42,0.3777,0.0974
50105-3,BT-20,10250-999-4,Etoposide,0.0033113,uM,5,1250.00,675.75,2353.33,2016.08,1.1696,1.2114
50105-3,BT-20,10250-999-4,Etoposide,0.01,uM,5,1250.00,675.75,2116.00,2016.08,1.0506,1.0598
50105-3,BT-20,10250-999-4,Etoposide,0.031623,uM,5,1250.00,675.75,2319.67,2016.08,1.1515,1.1885
50105-3,BT-20,10250-999-4,Etoposide,0.1,uM,5,1250.00,675.75,2249.00,2016.08,1.1189,1.1486
50105-3,BT-20,10250-999-4,Etoposide,0.31623,uM,5,1250.00,675.75,1813.33,2016.08,0.9035,0.8763
50105-3,BT-20,10250-999-4,Etoposide,1,uM,5,1250.00,675.75,1452.33,2016.08,0.7179,0.6155
50105-3,BT-20,10250-999-4,Etoposide,3.1623,uM,5,1250.00,675.75,971.00,2016.08,0.4829,0.2600
50105-3,BT-20,10250-999-4,Etoposide,10,uM,5,1250.00,675.75,676.33,2016.08,0.3349,-0.0030
50105-3,BT-20,10250-999-4,Etoposide,19.9526,uM,5,1250.00,675.75,774.00,2016.08,0.3840,0.0891
50105-3,BT-20,10099-101-1,Nilotinib,0.0033113,uM,5,1250.00,675.75,2283.67,2016.08,1.1385,1.1740
50105-3,BT-20,10099-101-1,Nilotinib,0.01,uM,5,1250.00,675.75,2352.67,2016.08,1.1658,1.2030
50105-3,BT-20,10099-101-1,Nilotinib,0.031623,uM,5,1250.00,675.75,2332.67,2016.08,1.1610,1.2011
50105-3,BT-20,10099-101-1,Nilotinib,0.1,uM,5,1250.00,675.75,2244.00,2016.08,1.1134,1.1407
50105-3,BT-20,10099-101-1,Nilotinib,0.31623,uM,5,1250.00,675.75,2252.00,2016.08,1.1198,1.1513
50105-3,BT-20,10099-101-1,Nilotinib,1,uM,5,1250.00,675.75,2426.00,2016.08,1.2036,1.2499
50105-3,BT-20,10099-101-1,Nilotinib,3.1623,uM,5,1250.00,675.75,2105.00,2016.08,1.0452,1.0575
50105-3,BT-20,10099-101-1,Nilotinib,10,uM,5,1250.00,675.75,1155.67,2016.08,0.5739,0.4058
50105-3,BT-20,10099-101-1,Nilotinib,19.9526,uM,5,1250.00,675.75,1138.33,2016.08,0.5665,0.3910
50105-3,BT-20,10049-101-1,PLX-4720,0.0033113,uM,5,1250.00,675.75,2366.33,2016.08,1.1772,1.2209
50105-3,BT-20,10049-101-1,PLX-4720,0.01,uM,5,1250.00,675.75,2095.00,2016.08,1.0382,1.0466
50105-3,BT-20,10049-101-1,PLX-4720,0.031623,uM,5,1250.00,675.75,2028.00,2016.08,1.0040,1.0002
50105-3,BT-20,10049-101-1,PLX-4720,0.1,uM,5,1250.00,675.75,2358.67,2016.08,1.1708,1.2115
50105-3,BT-20,10049-101-1,PLX-4720,0.31623,uM,5,1250.00,675.75,2325.00,2016.08,1.1554,1.1942
50105-3,BT-20,10049-101-1,PLX-4720,1,uM,5,1250.00,675.75,2172.00,2016.08,1.0800,1.1017
50105-3,BT-20,10049-101-1,PLX-4720,3.1623,uM,5,1250.00,675.75,2214.00,2016.08,1.0992,1.1244
50105-3,BT-20,10049-101-1,PLX-4720,10,uM,5,1250.00,675.75,1931.67,2016.08,0.9612,0.9518
50105-3,BT-20,10049-101-1,PLX-4720,19.9526,uM,5,1250.00,675.75,1457.67,2016.08,0.7265,0.6323
50105-3,BT-20,10024-101-1,NVP-TAE684,0.0016596,uM,5,1250.00,675.75,2305.67,2016.08,1.1457,1.1790
50105-3,BT-20,10024-101-1,NVP-TAE684,0.0033113,uM,5,1250.00,675.75,2383.33,2016.08,1.1854,1.2300
50105-3,BT-20,10024-101-1,NVP-TAE684,0.01,uM,5,1250.00,675.75,2386.33,2016.08,1.1844,1.2276
50105-3,BT-20,10024-101-1,NVP-TAE684,0.031623,uM,5,1250.00,675.75,2095.00,2016.08,1.0374,1.0418
50105-3,BT-20,10024-101-1,NVP-TAE684,0.1,uM,5,1250.00,675.75,2276.00,2016.08,1.1286,1.1591
50105-3,BT-20,10024-101-1,NVP-TAE684,0.31623,uM,5,1250.00,675.75,2279.00,2016.08,1.1303,1.1617
50105-3,BT-20,10024-101-1,NVP-TAE684,1,uM,5,1250.00,675.75,2020.00,2016.08,1.0013,0.9996
50105-3,BT-20,10024-101-1,NVP-TAE684,3.1623,uM,5,1250.00,675.75,1263.00,2016.08,0.6272,0.4872
50105-3,BT-20,10024-101-1,NVP-TAE684,10,uM,5,1250.00,675.75,704.67,2016.08,0.3500,0.0259
50105-3,BT-20,10071-101-1,Palbociclib,0.0033113,uM,5,1250.00,675.75,2148.67,2087.42,1.0303,1.0323
50105-3,BT-20,10071-101-1,Palbociclib,0.01,uM,5,1250.00,675.75,2177.00,2087.42,1.0467,1.0589
50105-3,BT-20,10071-101-1,Palbociclib,0.031623,uM,5,1250.00,675.75,1891.67,2087.42,0.9047,0.8784
50105-3,BT-20,10071-101-1,Palbociclib,0.1,uM,5,1250.00,675.75,1361.00,2087.42,0.6496,0.5244
50105-3,BT-20,10071-101-1,Palbociclib,0.31623,uM,5,1250.00,675.75,1265.00,2087.42,0.6099,0.4633
50105-3,BT-20,10071-101-1,Palbociclib,1,uM,5,1250.00,675.75,865.00,2087.42,0.4161,0.1647
50105-3,BT-20,10071-101-1,Palbociclib,3.1623,uM,5,1250.00,675.75,840.67,2087.42,0.4043,0.1447
50105-3,BT-20,10071-101-1,Palbociclib,10,uM,5,1250.00,675.75,805.67,2087.42,0.3874,0.1150
50105-3,BT-20,10071-101-1,Palbociclib,19.9526,uM,5,1250.00,675.75,785.33,2087.42,0.3754,0.0917
50105-3,BT-20,10146-101-3,Omipalisib,0.0016596,uM,5,2500.00,1400.29,4200.67,4476.92,0.9397,0.9275
50105-3,BT-20,10146-101-3,Omipalisib,0.0033113,uM,5,2500.00,1400.29,4201.67,4476.92,0.9399,0.9276
50105-3,BT-20,10146-101-3,Omipalisib,0.01,uM,5,2500.00,1400.29,3351.67,4476.92,0.7502,0.6835
50105-3,BT-20,10146-101-3,Omipalisib,0.031623,uM,5,2500.00,1400.29,1785.67,4476.92,0.3988,0.1547
50105-3,BT-20,10146-101-3,Omipalisib,0.1,uM,5,2500.00,1400.29,1280.67,4476.92,0.2862,-0.0520
50105-3,BT-20,10146-101-3,Omipalisib,0.31623,uM,5,2500.00,1400.29,1241.33,4476.92,0.2773,-0.0697
50105-3,BT-20,10146-101-3,Omipalisib,1,uM,5,2500.00,1400.29,977.00,4476.92,0.2184,-0.1935
50105-3,BT-20,10146-101-3,Omipalisib,3.1623,uM,5,2500.00,1400.29,777.67,4476.92,0.1738,-0.2967
50105-3,BT-20,10146-101-3,Omipalisib,10,uM,5,2500.00,1400.29,722.67,4476.92,0.1614,-0.3262
50105-3,BT-20,10264-999-2,Methotrexate,0.0016596,uM,5,2500.00,1400.29,4223.33,4476.92,0.9430,0.9250
50105-3,BT-20,10264-999-2,Methotrexate,0.0033113,uM,5,2500.00,1400.29,4662.00,4476.92,1.0414,1.0490
50105-3,BT-20,10264-999-2,Methotrexate,0.01,uM,5,2500.00,1400.29,4475.33,4476.92,0.9992,0.9983
50105-3,BT-20,10264-999-2,Methotrexate,0.031623,uM,5,2500.00,1400.29,4668.67,4476.92,1.0444,1.0530
50105-3,BT-20,10264-999-2,Methotrexate,0.1,uM,5,2500.00,1400.29,2698.33,4476.92,0.6034,0.4796
50105-3,BT-20,10264-999-2,Methotrexate,0.31623,uM,5,2500.00,1400.29,2553.00,4476.92,0.5706,0.4309
50105-3,BT-20,10264-999-2,Methotrexate,1,uM,5,2500.00,1400.29,2450.33,4476.92,0.5475,0.3962
50105-3,BT-20,10264-999-2,Methotrexate,3.1623,uM,5,2500.00,1400.29,2472.33,4476.92,0.5522,0.4030
50105-3,BT-20,10264-999-2,Methotrexate,10,uM,5,2500.00,1400.29,2445.67,4476.92,0.5466,0.3949
50105-3,BT-20,10102-999-6,Taxol,0.00016596,uM,5,2500.00,1400.29,4682.67,4476.92,1.0474,1.0554
50105-3,BT-20,10102-999-6,Taxol,0.00033113,uM,5,2500.00,1400.29,4441.33,4476.92,0.9917,0.9880
50105-3,BT-20,10102-999-6,Taxol,0.001,uM,5,2500.00,1400.29,4614.33,4476.92,1.0312,1.0373
50105-3,BT-20,10102-999-6,Taxol,0.0031623,uM,5,2500.00,1400.29,4117.67,4476.92,0.9205,0.9040
50105-3,BT-20,10102-999-6,Taxol,0.01,uM,5,2500.00,1400.29,1888.67,4476.92,0.4221,0.1955
50105-3,BT-20,10102-999-6,Taxol,0.031623,uM,5,2500.00,1400.29,1546.33,4476.92,0.3453,0.0588
50105-3,BT-20,10102-999-6,Taxol,0.1,uM,5,2500.00,1400.29,1513.67,4476.92,0.3389,0.0474
50105-3,BT-20,10102-999-6,Taxol,0.31623,uM,5,2500.00,1400.29,1418.33,4476.92,0.3170,0.0074
50105-3,BT-20,10102-999-6,Taxol,1,uM,5,2500.00,1400.29,1561.33,4476.92,0.3487,0.0665
50105-3,BT-20,10250-999-4,Etoposide,0.0033113,uM,5,2500.00,1400.29,4918.33,4417.58,1.1142,1.1355
50105-3,BT-20,10250-999-4,Etoposide,0.01,uM,5,2500.00,1400.29,4613.00,4417.58,1.0450,1.0544
50105-3,BT-20,10250-999-4,Etoposide,0.031623,uM,5,2500.00,1400.29,4760.67,4417.58,1.0780,1.0927
50105-3,BT-20,10250-999-4,Etoposide,0.1,uM,5,2500.00,1400.29,4638.33,4417.58,1.0506,1.0588
50105-3,BT-20,10250-999-4,Etoposide,0.31623,uM,5,2500.00,1400.29,3733.33,4417.58,0.8464,0.8079
50105-3,BT-20,10250-999-4,Etoposide,1,uM,5,2500.00,1400.29,2886.00,4417.58,0.6532,0.5465
50105-3,BT-20,10250-999-4,Etoposide,3.1623,uM,5,2500.00,1400.29,1753.00,4417.58,0.3968,0.1447
50105-3,BT-20,10250-999-4,Etoposide,10,uM,5,2500.00,1400.29,1487.67,4417.58,0.3369,0.0369
50105-3,BT-20,10250-999-4,Etoposide,19.9526,uM,5,2500.00,1400.29,1509.00,4417.58,0.3411,0.0440
50105-3,BT-20,10099-101-1,Nilotinib,0.0033113,uM,5,2500.00,1400.29,4783.00,4417.58,1.0835,1.0997
50105-3,BT-20,10099-101-1,Nilotinib,0.01,uM,5,2500.00,1400.29,4881.00,4417.58,1.1043,1.1220
50105-3,BT-20,10099-101-1,Nilotinib,0.031623,uM,5,2500.00,1400.29,4849.67,4417.58,1.0993,1.1178
50105-3,BT-20,10099-101-1,Nilotinib,0.1,uM,5,2500.00,1400.29,4626.00,4417.58,1.0464,1.0543
50105-3,BT-20,10099-101-1,Nilotinib,0.31623,uM,5,2500.00,1400.29,4805.67,4417.58,1.0892,1.1063
50105-3,BT-20,10099-101-1,Nilotinib,1,uM,5,2500.00,1400.29,4760.33,4417.58,1.0780,1.0929
50105-3,BT-20,10099-101-1,Nilotinib,3.1623,uM,5,2500.00,1400.29,4467.33,4417.58,1.0110,1.0129
50105-3,BT-20,10099-101-1,Nilotinib,10,uM,5,2500.00,1400.29,1685.00,4417.58,0.3813,0.1175
50105-3,BT-20,10099-101-1,Nilotinib,19.9526,uM,5,2500.00,1400.29,1805.00,4417.58,0.4085,0.1647
50105-3,BT-20,10049-101-1,PLX-4720,0.0033113,uM,5,2500.00,1400.29,4920.67,4417.58,1.1157,1.1361
50105-3,BT-20,10049-101-1,PLX-4720,0.01,uM,5,2500.00,1400.29,4824.67,4417.58,1.0920,1.1083
50105-3,BT-20,10049-101-1,PLX-4720,0.031623,uM,5,2500.00,1400.29,4670.33,4417.58,1.0564,1.0652
50105-3,BT-20,10049-101-1,PLX-4720,0.1,uM,5,2500.00,1400.29,4859.67,4417.58,1.0998,1.1178
50105-3,BT-20,10049-101-1,PLX-4720,0.31623,uM,5,2500.00,1400.29,4653.33,4417.58,1.0540,1.0644
50105-3,BT-20,10049-101-1,PLX-4720,1,uM,5,2500.00,1400.29,4550.00,4417.58,1.0303,1.0365
50105-3,BT-20,10049-101-1,PLX-4720,3.1623,uM,5,2500.00,1400.29,4479.00,4417.58,1.0134,1.0141
50105-3,BT-20,10049-101-1,PLX-4720,10,uM,5,2500.00,1400.29,3817.33,4417.58,0.8642,0.8303
50105-3,BT-20,10049-101-1,PLX-4720,19.9526,uM,5,2500.00,1400.29,3017.67,4417.58,0.6837,0.5888
50105-3,BT-20,10024-101-1,NVP-TAE684,0.0016596,uM,5,2500.00,1400.29,4795.00,4417.58,1.0848,1.0993
50105-3,BT-20,10024-101-1,NVP-TAE684,0.0033113,uM,5,2500.00,1400.29,5004.33,4417.58,1.1334,1.1575
50105-3,BT-20,10024-101-1,NVP-TAE684,0.01,uM,5,2500.00,1400.29,5011.00,4417.58,1.1353,1.1595
50105-3,BT-20,10024-101-1,NVP-TAE684,0.031623,uM,5,2500.00,1400.29,4300.33,4417.58,0.9720,0.9631
50105-3,BT-20,10024-101-1,NVP-TAE684,0.1,uM,5,2500.00,1400.29,4760.00,4417.58,1.0776,1.0922
50105-3,BT-20,10024-101-1,NVP-TAE684,0.31623,uM,5,2500.00,1400.29,4566.67,4417.58,1.0347,1.0421
50105-3,BT-20,10024-101-1,NVP-TAE684,1,uM,5,2500.00,1400.29,4438.67,4417.58,1.0054,1.0065
50105-3,BT-20,10024-101-1,NVP-TAE684,3.1623,uM,5,2500.00,1400.29,2822.00,4417.58,0.6389,0.5255
50105-3,BT-20,10024-101-1,NVP-TAE684,10,uM,5,2500.00,1400.29,1359.00,4417.58,0.3085,-0.0182
50105-3,BT-20,10071-101-1,Palbociclib,0.0033113,uM,5,2500.00,1400.29,4147.00,4476.92,0.9273,0.9034
50105-3,BT-20,10071-101-1,Palbociclib,0.01,uM,5,2500.00,1400.29,4259.33,4476.92,0.9505,0.9373
50105-3,BT-20,10071-101-1,Palbociclib,0.031623,uM,5,2500.00,1400.29,3663.33,4476.92,0.8175,0.7676
50105-3,BT-20,10071-101-1,Palbociclib,0.1,uM,5,2500.00,1400.29,3327.33,4476.92,0.7426,0.6709
50105-3,BT-20,10071-101-1,Palbociclib,0.31623,uM,5,2500.00,1400.29,2607.00,4476.92,0.5845,0.4413
50105-3,BT-20,10071-101-1,Palbociclib,1,uM,5,2500.00,1400.29,1771.00,4476.92,0.3959,0.1489
50105-3,BT-20,10071-101-1,Palbociclib,3.1623,uM,5,2500.00,1400.29,1723.33,4476.92,0.3850,0.1313
50105-3,BT-20,10071-101-1,Palbociclib,10,uM,5,2500.00,1400.29,1562.67,4476.92,0.3490,0.0667
50105-3,BT-20,10071-101-1,Palbociclib,19.9526,uM,5,2500.00,1400.29,1541.33,4476.92,0.3443,0.0580
50105-3,BT-20,10146-101-3,Omipalisib,0.0016596,uM,5,5000.00,1266.29,7245.33,8030.08,0.9023,0.9243
50105-3,BT-20,10146-101-3,Omipalisib,0.0033113,uM,5,5000.00,1266.29,6774.33,8030.08,0.8441,0.8765
50105-3,BT-20,10146-101-3,Omipalisib,0.01,uM,5,5000.00,1266.29,5243.33,8030.08,0.6533,0.7038
50105-3,BT-20,10146-101-3,Omipalisib,0.031623,uM,5,5000.00,1266.29,3013.67,8030.08,0.3755,0.3846
50105-3,BT-20,10146-101-3,Omipalisib,0.1,uM,5,5000.00,1266.29,2319.67,8030.08,0.2889,0.2550
50105-3,BT-20,10146-101-3,Omipalisib,0.31623,uM,5,5000.00,1266.29,2217.33,8030.08,0.2763,0.2340
50105-3,BT-20,10146-101-3,Omipalisib,1,uM,5,5000.00,1266.29,1742.67,8030.08,0.2170,0.1270
50105-3,BT-20,10146-101-3,Omipalisib,3.1623,uM,5,5000.00,1266.29,1390.67,8030.08,0.1731,0.0354
50105-3,BT-20,10146-101-3,Omipalisib,10,uM,5,5000.00,1266.29,1460.33,8030.08,0.1819,0.0547
50105-3,BT-20,10264-999-2,Methotrexate,0.0016596,uM,5,5000.00,1266.29,7799.67,8030.08,0.9713,0.9769
50105-3,BT-20,10264-999-2,Methotrexate,0.0033113,uM,5,5000.00,1266.29,8123.67,8030.08,1.0118,1.0087
50105-3,BT-20,10264-999-2,Methotrexate,0.01,uM,5,5000.00,1266.29,7718.00,8030.08,0.9614,0.9692
50105-3,BT-20,10264-999-2,Methotrexate,0.031623,uM,5,5000.00,1266.29,8135.33,8030.08,1.0134,1.0099
50105-3,BT-20,10264-999-2,Methotrexate,0.1,uM,5,5000.00,1266.29,4158.00,8030.08,0.5178,0.5622
50105-3,BT-20,10264-999-2,Methotrexate,0.31623,uM,5,5000.00,1266.29,3330.33,8030.08,0.4148,0.4374
50105-3,BT-20,10264-999-2,Methotrexate,1,uM,5,5000.00,1266.29,3098.67,8030.08,0.3859,0.3991
50105-3,BT-20,10264-999-2,Methotrexate,3.1623,uM,5,5000.00,1266.29,3152.33,8030.08,0.3925,0.4079
50105-3,BT-20,10264-999-2,Methotrexate,10,uM,5,5000.00,1266.29,3156.33,8030.08,0.3931,0.4088
50105-3,BT-20,10102-999-6,Taxol,0.00016596,uM,5,5000.00,1266.29,8033.33,8030.08,1.0003,0.9999
50105-3,BT-20,10102-999-6,Taxol,0.00033113,uM,5,5000.00,1266.29,8100.33,8030.08,1.0087,1.0064
50105-3,BT-20,10102-999-6,Taxol,0.001,uM,5,5000.00,1266.29,8052.67,8030.08,1.0030,1.0022
50105-3,BT-20,10102-999-6,Taxol,0.0031623,uM,5,5000.00,1266.29,7410.33,8030.08,0.9234,0.9407
50105-3,BT-20,10102-999-6,Taxol,0.01,uM,5,5000.00,1266.29,3644.67,8030.08,0.4538,0.4867
50105-3,BT-20,10102-999-6,Taxol,0.031623,uM,5,5000.00,1266.29,2701.67,8030.08,0.3364,0.3286
50105-3,BT-20,10102-999-6,Taxol,0.1,uM,5,5000.00,1266.29,2653.00,8030.08,0.3304,0.3198
50105-3,BT-20,10102-999-6,Taxol,0.31623,uM,5,5000.00,1266.29,2720.00,8030.08,0.3386,0.3320
50105-3,BT-20,10102-999-6,Taxol,1,uM,5,5000.00,1266.29,2728.00,8030.08,0.3396,0.3333
50105-3,BT-20,10250-999-4,Etoposide,0.0033113,uM,5,5000.00,1266.29,8385.33,7945.67,1.0554,1.0411
50105-3,BT-20,10250-999-4,Etoposide,0.01,uM,5,5000.00,1266.29,7978.00,7945.67,1.0042,1.0030
50105-3,BT-20,10250-999-4,Etoposide,0.031623,uM,5,5000.00,1266.29,8076.33,7945.67,1.0163,1.0116
50105-3,BT-20,10250-999-4,Etoposide,0.1,uM,5,5000.00,1266.29,7954.67,7945.67,1.0010,1.0004
50105-3,BT-20,10250-999-4,Etoposide,0.31623,uM,5,5000.00,1266.29,6755.33,7945.67,0.8503,0.8810
50105-3,BT-20,10250-999-4,Etoposide,1,uM,5,5000.00,1266.29,5078.67,7945.67,0.6392,0.6891
50105-3,BT-20,10250-999-4,Etoposide,3.1623,uM,5,5000.00,1266.29,3127.67,7945.67,0.3937,0.4067
50105-3,BT-20,10250-999-4,Etoposide,10,uM,5,5000.00,1266.29,2836.33,7945.67,0.3570,0.3558
50105-3,BT-20,10250-999-4,Etoposide,19.9526,uM,5,5000.00,1266.29,2710.67,7945.67,0.3412,0.3327
50105-3,BT-20,10099-101-1,Nilotinib,0.0033113,uM,5,5000.00,1266.29,8296.33,7945.67,1.0440,1.0324
50105-3,BT-20,10099-101-1,Nilotinib,0.01,uM,5,5000.00,1266.29,8281.33,7945.67,1.0423,1.0315
50105-3,BT-20,10099-101-1,Nilotinib,0.031623,uM,5,5000.00,1266.29,8066.33,7945.67,1.0151,1.0111
50105-3,BT-20,10099-101-1,Nilotinib,0.1,uM,5,5000.00,1266.29,7959.67,7945.67,1.0019,1.0009
50105-3,BT-20,10099-101-1,Nilotinib,0.31623,uM,5,5000.00,1266.29,8065.67,7945.67,1.0150,1.0112
50105-3,BT-20,10099-101-1,Nilotinib,1,uM,5,5000.00,1266.29,8043.33,7945.67,1.0123,1.0092
50105-3,BT-20,10099-101-1,Nilotinib,3.1623,uM,5,5000.00,1266.29,8058.00,7945.67,1.0141,1.0105
50105-3,BT-20,10099-101-1,Nilotinib,10,uM,5,5000.00,1266.29,2894.00,7945.67,0.3643,0.3655
50105-3,BT-20,10099-101-1,Nilotinib,19.9526,uM,5,5000.00,1266.29,2628.67,7945.67,0.3308,0.3174
50105-3,BT-20,10049-101-1,PLX-4720,0.0033113,uM,5,5000.00,1266.29,7912.00,7945.67,0.9958,0.9966
