Cell HMS LINCS ID,Cell Name,Small Molecule 1 HMS LINCS ID,Small Molecule 1 Name,Small Molecule 2 HMS LINCS ID,Small Molecule 2 Name,Small Mol 1 Concentration,Small Mol 2 Concentration,Small Mol Conc Unit,Time Point,Time Point Unit,Replicate,Number of Cells,Primary Antibody (488) HMS LINCS ID,Primary Antibody (488) Name,Secondary Antibody (488) HMS LINCS ID,Secondary Antibody (488) Name,Protein Detected (488) HMS LINCS ID,Protein Detected (488) Name,Mean Fluorescence Intensity (488),Primary Antibody (647) HMS LINCS ID,Primary Antibody (647) Name,Secondary Antibody (647) HMS LINCS ID,Secondary Antibody (647) Name,Protein Detected (647) HMS LINCS ID,Protein Detected (647) Name,Mean Fluorescence Intensity (647),Plate Name,Plate Well
50149-4,COLO 858,10068-101-1,Vemurafenib,10330-101-1,I-BET,0.3160,0.1067,uM,48,hr,1,2640,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,228.39,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,75.66,Colo858-B2-rep1,E7
50149-4,COLO 858,10068-101-1,Vemurafenib,10336-101-1,Epigallocatechin gallate,0.3160,0.1067,uM,48,hr,1,2911,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,352.95,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,169.38,Colo858-B2-rep1,E8
50149-4,COLO 858,10068-101-1,Vemurafenib,10301-101-1,Decitabine,0.3160,0.1067,uM,48,hr,1,1643,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,245.77,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,163.41,Colo858-B2-rep1,F2
50149-4,COLO 858,10068-101-1,Vemurafenib,10307-101-1,Garcinol,0.3160,0.1067,uM,48,hr,1,1987,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,314.10,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,143.60,Colo858-B2-rep1,F3
50149-4,COLO 858,10068-101-1,Vemurafenib,10313-101-1,Pracinostat,0.3160,0.1067,uM,48,hr,1,912,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,219.92,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,150.93,Colo858-B2-rep1,F4
50149-4,COLO 858,10068-101-1,Vemurafenib,10319-101-1,BIX-01294,0.3160,0.1067,uM,48,hr,1,2175,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,374.62,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,150.11,Colo858-B2-rep1,F5
50149-4,COLO 858,10068-101-1,Vemurafenib,10325-101-1,Methylstat,0.3160,0.1067,uM,48,hr,1,2248,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,279.63,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,146.80,Colo858-B2-rep1,F6
50149-4,COLO 858,10068-101-1,Vemurafenib,10331-101-1,I-BET151,0.3160,0.1067,uM,48,hr,1,1645,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,181.50,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,33.08,Colo858-B2-rep1,F7
50149-4,COLO 858,10068-101-1,Vemurafenib,10339-101-1,CX-5461,0.3160,0.1067,uM,48,hr,1,2007,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,202.42,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,240.61,Colo858-B2-rep1,F8
50149-4,COLO 858,10068-101-1,Vemurafenib,10302-101-1,RG-108,0.3160,0.1067,uM,48,hr,1,1249,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,276.06,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,152.83,Colo858-B2-rep1,G2
50149-4,COLO 858,10068-101-1,Vemurafenib,10308-101-1,Anacardic acid,0.3160,0.1067,uM,48,hr,1,1144,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,317.68,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,153.35,Colo858-B2-rep1,G3
50149-4,COLO 858,10068-101-1,Vemurafenib,10314-101-1,MC1568,0.3160,0.1067,uM,48,hr,1,1269,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,281.92,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,115.06,Colo858-B2-rep1,G4
50149-4,COLO 858,10068-101-1,Vemurafenib,10320-101-1,UNC0638,0.3160,0.1067,uM,48,hr,1,1331,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,310.02,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,183.08,Colo858-B2-rep1,G5
50149-4,COLO 858,10068-101-1,Vemurafenib,10326-102-1,Tranylcypromine,0.3160,0.1067,uM,48,hr,1,1311,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,241.69,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,141.30,Colo858-B2-rep1,G6
50149-4,COLO 858,10068-101-1,Vemurafenib,10332-101-1,Ischemin,0.3160,0.1067,uM,48,hr,1,1417,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,326.68,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,144.77,Colo858-B2-rep1,G7
50149-4,COLO 858,10068-101-1,Vemurafenib,,,0.3160,,uM,48,hr,1,1020,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,286.71,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,114.57,Colo858-B2-rep1,H10
50149-4,COLO 858,10068-101-1,Vemurafenib,,,0.3160,,uM,48,hr,1,880,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,236.58,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,135.95,Colo858-B2-rep1,H11
50149-4,COLO 858,10068-101-1,Vemurafenib,,,0.3160,,uM,48,hr,1,930,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,263.08,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,134.83,Colo858-B2-rep1,H2
50149-4,COLO 858,10068-101-1,Vemurafenib,,,0.3160,,uM,48,hr,1,709,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,278.92,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,116.26,Colo858-B2-rep1,H3
50149-4,COLO 858,10068-101-1,Vemurafenib,,,0.3160,,uM,48,hr,1,748,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,229.27,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,160.07,Colo858-B2-rep1,H4
50149-4,COLO 858,10068-101-1,Vemurafenib,,,0.3160,,uM,48,hr,1,821,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,254.01,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,137.66,Colo858-B2-rep1,H5
50149-4,COLO 858,10068-101-1,Vemurafenib,,,0.3160,,uM,48,hr,1,976,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,256.15,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,124.71,Colo858-B2-rep1,H6
50149-4,COLO 858,10068-101-1,Vemurafenib,,,0.3160,,uM,48,hr,1,912,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,230.07,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,122.34,Colo858-B2-rep1,H7
50149-4,COLO 858,10068-101-1,Vemurafenib,,,0.3160,,uM,48,hr,1,983,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,275.00,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,146.13,Colo858-B2-rep1,H8
50149-4,COLO 858,10068-101-1,Vemurafenib,,,0.3160,,uM,48,hr,1,949,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,297.75,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,140.37,Colo858-B2-rep1,H9
50149-4,COLO 858,10068-101-1,Vemurafenib,,,0.3160,,uM,48,hr,2,1485,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,347.49,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,160.81,Colo858-B2-rep2,A10
50149-4,COLO 858,10068-101-1,Vemurafenib,,,0.3160,,uM,48,hr,2,1440,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,346.44,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,179.05,Colo858-B2-rep2,A11
50149-4,COLO 858,10068-101-1,Vemurafenib,,,0.3160,,uM,48,hr,2,1358,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,340.31,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,143.67,Colo858-B2-rep2,A2
50149-4,COLO 858,10068-101-1,Vemurafenib,,,0.3160,,uM,48,hr,2,1070,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,412.54,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,139.52,Colo858-B2-rep2,A3
50149-4,COLO 858,10068-101-1,Vemurafenib,,,0.3160,,uM,48,hr,2,1202,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,368.53,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,150.06,Colo858-B2-rep2,A4
50149-4,COLO 858,10068-101-1,Vemurafenib,,,0.3160,,uM,48,hr,2,1374,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,335.96,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,155.43,Colo858-B2-rep2,A5
50149-4,COLO 858,10068-101-1,Vemurafenib,,,0.3160,,uM,48,hr,2,949,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,432.52,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,134.87,Colo858-B2-rep2,A6
50149-4,COLO 858,10068-101-1,Vemurafenib,,,0.3160,,uM,48,hr,2,964,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,357.17,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,140.07,Colo858-B2-rep2,A7
50149-4,COLO 858,10068-101-1,Vemurafenib,,,0.3160,,uM,48,hr,2,1020,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,404.61,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,144.69,Colo858-B2-rep2,A8
50149-4,COLO 858,10068-101-1,Vemurafenib,,,0.3160,,uM,48,hr,2,1359,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,394.62,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,149.61,Colo858-B2-rep2,A9
50149-4,COLO 858,10068-101-1,Vemurafenib,10144-101-2,Olaparib,0.3160,0.1067,uM,48,hr,2,2065,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,297.06,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,150.99,Colo858-B2-rep2,B2
50149-4,COLO 858,10068-101-1,Vemurafenib,10303-101-1,Iniparib,0.3160,0.1067,uM,48,hr,2,1737,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,342.50,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,168.06,Colo858-B2-rep2,B3
50149-4,COLO 858,10068-101-1,Vemurafenib,10309-101-1,CTB,0.3160,0.1067,uM,48,hr,2,2165,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,297.22,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,163.28,Colo858-B2-rep2,B4
50149-4,COLO 858,10068-101-1,Vemurafenib,10315-101-1,Rocilinostat,0.3160,0.1067,uM,48,hr,2,2119,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,332.77,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,180.07,Colo858-B2-rep2,B5
50149-4,COLO 858,10068-101-1,Vemurafenib,10321-110-1,GSK-J1,0.3160,0.1067,uM,48,hr,2,1949,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,408.18,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,166.40,Colo858-B2-rep2,B6
50149-4,COLO 858,10068-101-1,Vemurafenib,10327-101-1,PFI-1,0.3160,0.1067,uM,48,hr,2,2090,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,400.42,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,145.17,Colo858-B2-rep2,B7
50149-4,COLO 858,10068-101-1,Vemurafenib,10333-101-1,UNC669,0.3160,0.1067,uM,48,hr,2,1966,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,419.20,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,177.46,Colo858-B2-rep2,B8
50149-4,COLO 858,10068-101-1,Vemurafenib,10145-102-1,Veliparib,0.3160,0.1067,uM,48,hr,2,2385,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,352.61,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,183.60,Colo858-B2-rep2,C2
50149-4,COLO 858,10068-101-1,Vemurafenib,10304-105-1,Rucaparib,0.3160,0.1067,uM,48,hr,2,2779,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,314.05,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,173.73,Colo858-B2-rep2,C3
50149-4,COLO 858,10068-101-1,Vemurafenib,10310-101-1,Belinostat,0.3160,0.1067,uM,48,hr,2,796,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,190.45,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,129.48,Colo858-B2-rep2,C4
50149-4,COLO 858,10068-101-1,Vemurafenib,10316-101-1,Selisistat,0.3160,0.1067,uM,48,hr,2,2910,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,357.93,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,146.71,Colo858-B2-rep2,C5
50149-4,COLO 858,10068-101-1,Vemurafenib,10322-110-1,GSK-J2,0.3160,0.1067,uM,48,hr,2,2915,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,358.92,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,159.25,Colo858-B2-rep2,C6
50149-4,COLO 858,10068-101-1,Vemurafenib,10328-101-1,(+)-JQ1,0.3160,0.1067,uM,48,hr,2,2000,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,144.50,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,27.98,Colo858-B2-rep2,C7
50149-4,COLO 858,10068-101-1,Vemurafenib,10334-101-1,UNC1215,0.3160,0.1067,uM,48,hr,2,2912,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,347.33,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,170.30,Colo858-B2-rep2,C8
50149-4,COLO 858,10068-101-1,Vemurafenib,10282-101-2,Vorinostat,0.3160,0.1067,uM,48,hr,2,1954,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,264.42,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,180.44,Colo858-B2-rep2,D2
50149-4,COLO 858,10068-101-1,Vemurafenib,10305-101-1,JW55,0.3160,0.1067,uM,48,hr,2,2613,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,358.73,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,151.57,Colo858-B2-rep2,D3
50149-4,COLO 858,10068-101-1,Vemurafenib,10311-101-1,Entinostat,0.3160,0.1067,uM,48,hr,2,3440,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,282.63,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,158.24,Colo858-B2-rep2,D4
50149-4,COLO 858,10068-101-1,Vemurafenib,10317-101-1,AGK2,0.3160,0.1067,uM,48,hr,2,2858,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,305.97,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,137.70,Colo858-B2-rep2,D5
50149-4,COLO 858,10068-101-1,Vemurafenib,10323-102-1,GSK-J4,0.3160,0.1067,uM,48,hr,2,3387,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,368.22,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,158.47,Colo858-B2-rep2,D6
50149-4,COLO 858,10068-101-1,Vemurafenib,10329-101-1,(-)-JQ1,0.3160,0.1067,uM,48,hr,2,3368,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,384.19,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,168.62,Colo858-B2-rep2,D7
50149-4,COLO 858,10068-101-1,Vemurafenib,10335-101-1,IOX2,0.3160,0.1067,uM,48,hr,2,3195,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,403.34,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,186.02,Colo858-B2-rep2,D8
50149-4,COLO 858,10068-101-1,Vemurafenib,10300-101-1,Azacitidine,0.3160,0.1067,uM,48,hr,2,2234,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,274.09,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,137.68,Colo858-B2-rep2,E2
50149-4,COLO 858,10068-101-1,Vemurafenib,10306-101-1,C646,0.3160,0.1067,uM,48,hr,2,2646,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,378.38,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,139.85,Colo858-B2-rep2,E3
50149-4,COLO 858,10068-101-1,Vemurafenib,10312-101-1,Mocetinostat,0.3160,0.1067,uM,48,hr,2,3092,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,219.79,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,83.00,Colo858-B2-rep2,E4
50149-4,COLO 858,10068-101-1,Vemurafenib,10318-101-1,Resveratrol,0.3160,0.1067,uM,48,hr,2,3137,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,346.17,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,157.63,Colo858-B2-rep2,E5
50149-4,COLO 858,10068-101-1,Vemurafenib,10324-101-1,Daminozide,0.3160,0.1067,uM,48,hr,2,3171,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,314.34,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,161.15,Colo858-B2-rep2,E6
50149-4,COLO 858,10068-101-1,Vemurafenib,10330-101-1,I-BET,0.3160,0.1067,uM,48,hr,2,2556,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,250.08,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,76.21,Colo858-B2-rep2,E7
50149-4,COLO 858,10068-101-1,Vemurafenib,10336-101-1,Epigallocatechin gallate,0.3160,0.1067,uM,48,hr,2,3297,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,322.94,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,169.39,Colo858-B2-rep2,E8
50149-4,COLO 858,10068-101-1,Vemurafenib,10301-101-1,Decitabine,0.3160,0.1067,uM,48,hr,2,1989,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,259.19,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,178.70,Colo858-B2-rep2,F2
50149-4,COLO 858,10068-101-1,Vemurafenib,10307-101-1,Garcinol,0.3160,0.1067,uM,48,hr,2,2520,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,363.75,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,149.22,Colo858-B2-rep2,F3
50149-4,COLO 858,10068-101-1,Vemurafenib,10313-101-1,Pracinostat,0.3160,0.1067,uM,48,hr,2,1001,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,172.71,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,138.38,Colo858-B2-rep2,F4
50149-4,COLO 858,10068-101-1,Vemurafenib,10319-101-1,BIX-01294,0.3160,0.1067,uM,48,hr,2,2596,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,356.20,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,139.03,Colo858-B2-rep2,F5
50149-4,COLO 858,10068-101-1,Vemurafenib,10325-101-1,Methylstat,0.3160,0.1067,uM,48,hr,2,2596,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,315.46,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,165.29,Colo858-B2-rep2,F6
50149-4,COLO 858,10068-101-1,Vemurafenib,10331-101-1,I-BET151,0.3160,0.1067,uM,48,hr,2,2368,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,194.16,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,42.29,Colo858-B2-rep2,F7
50149-4,COLO 858,10068-101-1,Vemurafenib,10339-101-1,CX-5461,0.3160,0.1067,uM,48,hr,2,2469,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,222.16,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,215.24,Colo858-B2-rep2,F8
50149-4,COLO 858,10068-101-1,Vemurafenib,10302-101-1,RG-108,0.3160,0.1067,uM,48,hr,2,1903,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,295.84,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,163.68,Colo858-B2-rep2,G2
50149-4,COLO 858,10068-101-1,Vemurafenib,10308-101-1,Anacardic acid,0.3160,0.1067,uM,48,hr,2,1570,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,344.62,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,122.24,Colo858-B2-rep2,G3
50149-4,COLO 858,10068-101-1,Vemurafenib,10314-101-1,MC1568,0.3160,0.1067,uM,48,hr,2,1738,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,316.29,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,132.37,Colo858-B2-rep2,G4
50149-4,COLO 858,10068-101-1,Vemurafenib,10320-101-1,UNC0638,0.3160,0.1067,uM,48,hr,2,1720,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,295.24,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,192.89,Colo858-B2-rep2,G5
50149-4,COLO 858,10068-101-1,Vemurafenib,10326-102-1,Tranylcypromine,0.3160,0.1067,uM,48,hr,2,1549,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,334.43,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,145.32,Colo858-B2-rep2,G6
50149-4,COLO 858,10068-101-1,Vemurafenib,10332-101-1,Ischemin,0.3160,0.1067,uM,48,hr,2,1683,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,304.71,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,137.29,Colo858-B2-rep2,G7
50149-4,COLO 858,10068-101-1,Vemurafenib,,,0.3160,,uM,48,hr,2,1333,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,323.49,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,141.87,Colo858-B2-rep2,H10
50149-4,COLO 858,10068-101-1,Vemurafenib,,,0.3160,,uM,48,hr,2,1012,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,248.16,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,135.16,Colo858-B2-rep2,H11
50149-4,COLO 858,10068-101-1,Vemurafenib,,,0.3160,,uM,48,hr,2,1281,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,283.24,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,140.21,Colo858-B2-rep2,H2
50149-4,COLO 858,10068-101-1,Vemurafenib,,,0.3160,,uM,48,hr,2,1355,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,285.72,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,149.36,Colo858-B2-rep2,H3
50149-4,COLO 858,10068-101-1,Vemurafenib,,,0.3160,,uM,48,hr,2,1117,80080-1,KI-67 / clone 8D5,80055-2,mouse IgG(H+L) / donkey,201296,KI-67,282.92,80081-1,NGFR,80069-2,rabbit IgG(H+L) / donkey,201399,NGFR,133.48,Colo858-B2-rep2,H4
