Cell HMS LINCS ID,Cell Name,Small Molecule HMS LINCS ID,Small Molecule Name,Small Mol Concentration,Small Mol Conc Unit,LJP Library Plate,Mean Relative Cell Count,Standard Error of the Mean for Relative Cell Count,Mean Relative Growth Rate,Standard Error of the Mean for Relative Growth Rate
50029-3,MCF7,10004-101-1,AT-7519,0.12,uM,LJP6,0.3140,0.0836,0.0430,0.1329
50029-3,MCF7,10158-101-1,AZD 5438,0.12,uM,LJP6,0.4968,0.0269,0.2999,0.0492
50029-3,MCF7,10059-101-1,AZD-6482,0.12,uM,LJP5,0.9918,0.0389,0.9863,0.0536
50029-3,MCF7,10006-101-1,AZD7762,0.12,uM,LJP6,0.3742,0.0379,0.1331,0.0313
50029-3,MCF7,10007-101-1,AZD8055,0.12,uM,LJP6,0.2784,0.0207,-0.0013,0.0185
50029-3,MCF7,10164-101-1,AZD8330,0.12,uM,LJP5,0.4778,0.0282,0.2761,0.0261
50029-3,MCF7,10067-101-1,Barasertib,0.12,uM,LJP5,0.3526,0.0196,0.1018,0.0114
50029-3,MCF7,10041-101-1,BI-2536,0.12,uM,LJP6,0.3103,0.0221,0.0434,0.0082
50029-3,MCF7,10028-102-1,BMS345541,0.12,uM,LJP6,0.9719,0.0352,0.9628,0.0479
50029-3,MCF7,10132-101-1,SNS-032,0.12,uM,LJP6,0.1505,0.0172,-0.1790,0.0137
50029-3,MCF7,10234-101-1,GDC-0980,0.12,uM,LJP5,0.2607,0.0102,-0.0268,0.0254
50029-3,MCF7,10122-101-1,NVP-AEW541,0.12,uM,LJP5,0.8822,0.0616,0.8340,0.0881
50029-3,MCF7,10046-101-1,SB590885,0.12,uM,LJP5,1.0025,0.0247,1.0045,0.0345
50029-3,MCF7,10190-101-1,PIK-93,0.12,uM,LJP5,1.0615,0.0762,1.0853,0.1083
50029-3,MCF7,10031-101-1,KIN001-043,0.12,uM,LJP6,0.8572,0.0315,0.8012,0.0458
50029-3,MCF7,10233-101-1,Alpelisib,0.12,uM,LJP5,0.7630,0.0454,0.6703,0.0661
50029-3,MCF7,10161-101-1,Luminespib,0.12,uM,LJP5,0.2965,0.0273,0.0244,0.0185
50029-3,MCF7,10045-101-1,A443654,0.12,uM,LJP6,0.2119,0.0147,-0.0938,0.0115
50029-3,MCF7,10063-102-1,OSI-027,0.12,uM,LJP6,0.6705,0.0474,0.5412,0.0713
50029-3,MCF7,10087-101-1,XMD11-85h,0.12,uM,LJP6,0.8395,0.0308,0.7787,0.0379
50029-3,MCF7,10017-101-1,HG-6-64-01,0.12,uM,LJP6,1.0401,0.0455,1.0553,0.0644
50029-3,MCF7,10039-101-1,WH-4-025,0.12,uM,LJP5,0.7375,0.0541,0.6366,0.0740
50029-3,MCF7,10082-101-1,WZ-4-145,0.12,uM,LJP6,0.6843,0.0375,0.5595,0.0601
50029-3,MCF7,10091-101-1,XMD16-144,0.12,uM,LJP5,0.3617,0.0254,0.1150,0.0146
50029-3,MCF7,10177-101-1,Brivanib,0.12,uM,LJP5,0.9067,0.0327,0.8697,0.0474
50029-3,MCF7,10147-101-1,Buparlisib,0.12,uM,LJP5,0.5889,0.0658,0.4263,0.1004
50029-3,MCF7,10055-101-1,BX-912,0.12,uM,LJP5,0.9077,0.0306,0.8699,0.0444
50029-3,MCF7,10120-102-1,Canertinib,0.12,uM,LJP6,0.8742,0.0203,0.8261,0.0262
50029-3,MCF7,10117-101-1,Celastrol,0.12,uM,LJP6,0.9708,0.0093,0.9588,0.0135
50029-3,MCF7,10025-101-1,CGP60474,0.12,uM,LJP5,0.1771,0.0070,-0.1432,0.0308
50029-3,MCF7,10025-101-1,CGP60474,0.12,uM,LJP6,0.1439,0.0167,-0.1883,0.0168
50029-3,MCF7,10180-101-1,CHIR-99021,0.12,uM,LJP6,0.7990,0.0431,0.7228,0.0555
50029-3,MCF7,10010-101-1,CP724714,0.12,uM,LJP5,0.8486,0.0336,0.7905,0.0458
50029-3,MCF7,10009-101-1,CP466722,0.12,uM,LJP5,1.0778,0.0301,1.1067,0.0401
50029-3,MCF7,10027-101-1,Crizotinib,0.12,uM,LJP5,0.8019,0.0360,0.7245,0.0522
50029-3,MCF7,10140-101-1,Momelotinib,0.12,uM,LJP5,0.9366,0.0512,0.9097,0.0727
50029-3,MCF7,10020-101-1,Dasatinib,0.12,uM,LJP5,0.3932,0.0794,0.1593,0.1053
50029-3,MCF7,10020-101-1,Dasatinib,0.12,uM,LJP6,0.2678,0.0535,-0.0148,0.0616
50029-3,MCF7,10127-101-1,Dovitinib,0.12,uM,LJP5,0.9046,0.0385,0.8663,0.0557
50029-3,MCF7,10069-101-1,Enzastaurin,0.12,uM,LJP5,1.0298,0.0190,1.0412,0.0269
50029-3,MCF7,10097-101-1,Erlotinib,0.12,uM,LJP5,0.9401,0.0410,0.9146,0.0581
50029-3,MCF7,10157-101-1,Foretinib,0.12,uM,LJP5,0.6062,0.0782,0.4508,0.1163
50029-3,MCF7,10040-101-1,R406,0.12,uM,LJP6,0.9937,0.0510,0.9945,0.0693
50029-3,MCF7,10047-101-1,Pictilisib,0.12,uM,LJP6,0.3751,0.0132,0.1317,0.0320
50029-3,MCF7,10098-101-1,Gefitinib,0.12,uM,LJP6,1.0261,0.0328,1.0365,0.0466
50029-3,MCF7,10108-101-1,Geldanamycin,0.12,uM,LJP5,0.3612,0.0111,0.1135,0.0060
50029-3,MCF7,10108-101-1,Geldanamycin,0.12,uM,LJP6,0.3452,0.0139,0.0913,0.0118
50029-3,MCF7,10172-101-1,GSK1059615,0.12,uM,LJP5,0.9188,0.0286,0.8863,0.0414
50029-3,MCF7,10172-101-1,GSK1059615,0.12,uM,LJP6,0.8121,0.0085,0.7388,0.0153
50029-3,MCF7,10134-101-1,GSK1904529A,0.12,uM,LJP6,0.5283,0.0512,0.3423,0.0827
50029-3,MCF7,10146-101-1,Omipalisib,0.12,uM,LJP6,0.2766,0.0261,-0.0037,0.0282
50029-3,MCF7,10128-101-1,GSK 690693,0.12,uM,LJP5,0.6085,0.0634,0.4522,0.0987
50029-3,MCF7,10014-101-1,GW843682X,0.12,uM,LJP6,0.4421,0.0505,0.2218,0.0865
50029-3,MCF7,10015-101-1,HG-5-113-01,0.12,uM,LJP5,0.7799,0.0827,0.6934,0.1188
50029-3,MCF7,10016-101-1,HG-5-88-01,0.12,uM,LJP6,0.6526,0.0188,0.5180,0.0230
50029-3,MCF7,10023-103-1,Imatinib,0.12,uM,LJP6,1.0460,0.0418,1.0622,0.0574
50029-3,MCF7,10100-101-1,JNK-9L,0.12,uM,LJP6,0.6572,0.0774,0.5220,0.1139
50029-3,MCF7,10019-101-1,JW-7-24-1,0.12,uM,LJP6,0.6180,0.0191,0.4688,0.0342
50029-3,MCF7,10051-104-1,Lapatinib,0.12,uM,LJP6,0.8674,0.0546,0.8124,0.0786
50029-3,MCF7,10115-102-1,LDN-193189,0.12,uM,LJP5,1.0316,0.0386,1.0459,0.0539
50029-3,MCF7,10182-101-1,Linifanib,0.12,uM,LJP6,0.9674,0.0735,0.9580,0.1018
50029-3,MCF7,10135-101-1,Linsitinib,0.12,uM,LJP5,0.8072,0.0534,0.7290,0.0786
50029-3,MCF7,10479-102-1,Mitoxantrone,0.12,uM,LJP5,0.3034,0.0102,0.0330,0.0089
50029-3,MCF7,10479-102-1,Mitoxantrone,0.12,uM,LJP6,0.2743,0.0172,-0.0070,0.0107
50029-3,MCF7,10057-102-1,MK2206,0.12,uM,LJP6,0.5831,0.0194,0.4197,0.0392
50029-3,MCF7,10018-101-1,Neratinib,0.12,uM,LJP5,0.7313,0.0393,0.6276,0.0536
50029-3,MCF7,10099-101-1,Nilotinib,0.12,uM,LJP5,1.0711,0.0260,1.0973,0.0336
50029-3,MCF7,10151-101-1,Nintedanib,0.12,uM,LJP6,0.8810,0.0395,0.8360,0.0533
50029-3,MCF7,10061-101-1,NU7441,0.12,uM,LJP5,0.9876,0.0138,0.9823,0.0195
50029-3,MCF7,10232-101-1,Dactolisib,0.12,uM,LJP5,0.3504,0.0482,0.0974,0.0732
50029-3,MCF7,10024-101-1,NVP-TAE684,0.12,uM,LJP6,0.3518,0.0245,0.0982,0.0536
50029-3,MCF7,10071-101-1,Palbociclib,0.12,uM,LJP6,0.6201,0.0386,0.4699,0.0645
50029-3,MCF7,10101-101-1,PD0325901,0.12,uM,LJP5,0.6333,0.0067,0.4911,0.0029
50029-3,MCF7,10101-101-1,PD0325901,0.12,uM,LJP6,0.6027,0.0119,0.4487,0.0110
50029-3,MCF7,10026-101-1,PD173074,0.12,uM,LJP6,1.0378,0.0141,1.0528,0.0203
50029-3,MCF7,10048-101-1,PD184352,0.12,uM,LJP5,0.8600,0.0633,0.8043,0.0909
50029-3,MCF7,10159-101-1,Pelitinib,0.12,uM,LJP5,1.0648,0.0597,1.0926,0.0847
50029-3,MCF7,10116-101-1,PF431396,0.12,uM,LJP5,0.5809,0.0318,0.4160,0.0558
50029-3,MCF7,10112-101-1,PF477736,0.12,uM,LJP5,0.5351,0.0125,0.3545,0.0189
50029-3,MCF7,10072-101-1,PF562271,0.12,uM,LJP6,0.7720,0.0190,0.6833,0.0284
50029-3,MCF7,10125-101-1,PHA-665752,0.12,uM,LJP5,1.0932,0.0415,1.1285,0.0578
50029-3,MCF7,10073-101-1,PHA-793887,0.12,uM,LJP6,0.3563,0.0153,0.1049,0.0409
50029-3,MCF7,10126-101-1,PI103,0.12,uM,LJP6,0.5034,0.0541,0.3102,0.0787
50029-3,MCF7,10049-101-1,PLX-4720,0.12,uM,LJP5,0.9809,0.0157,0.9725,0.0221
50029-3,MCF7,10075-101-1,QL-X-138,0.12,uM,LJP6,0.5238,0.0637,0.3365,0.0981
50029-3,MCF7,10077-101-1,QL-XII-47,0.12,uM,LJP6,0.4924,0.0835,0.2897,0.1294
50029-3,MCF7,10480-101-1,Radicicol,0.12,uM,LJP5,0.4376,0.0094,0.2189,0.0207
50029-3,MCF7,10480-101-1,Radicicol,0.12,uM,LJP6,0.4203,0.0127,0.1956,0.0023
50029-3,MCF7,10001-101-1,Seliciclib,0.12,uM,LJP5,1.0494,0.0139,1.0685,0.0196
50029-3,MCF7,10138-105-1,Ruxolitinib,0.12,uM,LJP5,0.9801,0.0239,0.9729,0.0335
50029-3,MCF7,10148-101-1,XL147,0.12,uM,LJP5,1.0813,0.0217,1.1115,0.0269
50029-3,MCF7,10032-101-1,Saracatinib,0.12,uM,LJP6,0.6973,0.0614,0.5827,0.0771
50029-3,MCF7,10056-101-1,Selumetinib,0.12,uM,LJP6,0.7245,0.0265,0.6173,0.0390
50029-3,MCF7,10052-101-1,Sirolimus,0.12,uM,LJP6,0.5815,0.0284,0.4195,0.0372
50029-3,MCF7,10008-101-1,Sorafenib,0.12,uM,LJP6,0.8954,0.0279,0.8551,0.0388
50029-3,MCF7,10119-101-1,SU11274,0.12,uM,LJP5,1.0780,0.0376,1.1091,0.0541
50029-3,MCF7,10141-101-1,Fedratinib,0.12,uM,LJP5,0.9990,0.0436,0.9966,0.0605
50029-3,MCF7,10171-101-1,TGX221,0.12,uM,LJP5,0.8906,0.0087,0.8480,0.0135
50029-3,MCF7,10079-101-1,Torin1,0.12,uM,LJP6,0.3421,0.0130,0.0869,0.0085
50029-3,MCF7,10080-101-1,Torin2,0.12,uM,LJP5,0.2722,0.0126,-0.0115,0.0373
50029-3,MCF7,10021-101-1,Tozasertib,0.12,uM,LJP5,0.3150,0.0242,0.0501,0.0118
50029-3,MCF7,10142-101-1,Trametinib,0.12,uM,LJP5,0.5030,0.0162,0.3104,0.0150
50029-3,MCF7,10111-101-1,TWS119,0.12,uM,LJP5,1.0192,0.0350,1.0246,0.0471
50029-3,MCF7,10068-101-1,Vemurafenib,0.12,uM,LJP5,1.0458,0.0104,1.0638,0.0152
50029-3,MCF7,10481-101-1,Withaferin A,0.12,uM,LJP5,0.9842,0.0436,0.9790,0.0614
50029-3,MCF7,10481-101-1,Withaferin A,0.12,uM,LJP6,0.8575,0.0317,0.8001,0.0476
50029-3,MCF7,10064-101-1,WYE-125132,0.12,uM,LJP6,0.3542,0.0316,0.1035,0.0441
50029-3,MCF7,10084-101-1,WZ3105,0.12,uM,LJP5,0.1455,0.0329,-0.1849,0.0227
50029-3,MCF7,10086-101-1,XMD11-50,0.12,uM,LJP6,0.7975,0.0035,0.7188,0.0056
50029-3,MCF7,10149-102-1,Y39983,0.12,uM,LJP6,1.0075,0.0259,1.0118,0.0358
50029-3,MCF7,10109-101-1,YM 201636,0.12,uM,LJP5,0.9963,0.0180,0.9947,0.0256
50029-3,MCF7,10053-101-1,ZSTK474,0.12,uM,LJP6,0.4979,0.0565,0.3007,0.0881
50029-3,MCF7,10133-101-1,Afatinib,0.37,uM,LJP6,0.8582,0.0338,0.8025,0.0491
50029-3,MCF7,10035-101-1,Sigma A6730,0.37,uM,LJP5,0.7649,0.0440,0.6710,0.0669
50029-3,MCF7,10011-101-1,Alvocidib,0.37,uM,LJP6,0.1368,0.0254,-0.1973,0.0073
50029-3,MCF7,10004-101-1,AT-7519,0.37,uM,LJP6,0.1606,0.0205,-0.1650,0.0226
50029-3,MCF7,10158-101-1,AZD 5438,0.37,uM,LJP6,0.2962,0.0141,0.0230,0.0175
50029-3,MCF7,10059-101-1,AZD-6482,0.37,uM,LJP5,1.0254,0.0449,1.0325,0.0602
50029-3,MCF7,10006-101-1,AZD7762,0.37,uM,LJP6,0.3316,0.0321,0.0736,0.0224
50029-3,MCF7,10007-101-1,AZD8055,0.37,uM,LJP6,0.2726,0.0188,-0.0097,0.0262
50029-3,MCF7,10164-101-1,AZD8330,0.37,uM,LJP5,0.4851,0.0313,0.2868,0.0270
50029-3,MCF7,10067-101-1,Barasertib,0.37,uM,LJP5,0.3475,0.0267,0.0952,0.0185
50029-3,MCF7,10041-101-1,BI-2536,0.37,uM,LJP6,0.3088,0.0285,0.0416,0.0192
50029-3,MCF7,10028-102-1,BMS345541,0.37,uM,LJP6,0.8728,0.0223,0.8231,0.0325
50029-3,MCF7,10132-101-1,SNS-032,0.37,uM,LJP6,0.1382,0.0222,-0.1959,0.0167
50029-3,MCF7,10234-101-1,GDC-0980,0.37,uM,LJP5,0.2528,0.0082,-0.0375,0.0168
50029-3,MCF7,10122-101-1,NVP-AEW541,0.37,uM,LJP5,0.5945,0.0110,0.4366,0.0214
50029-3,MCF7,10046-101-1,SB590885,0.37,uM,LJP5,1.0446,0.0363,1.0629,0.0519
50029-3,MCF7,10190-101-1,PIK-93,0.37,uM,LJP5,1.0352,0.1173,1.0475,0.1661
50029-3,MCF7,10031-101-1,KIN001-043,0.37,uM,LJP6,0.8336,0.0478,0.7701,0.0659
50029-3,MCF7,10233-101-1,Alpelisib,0.37,uM,LJP5,0.6110,0.0538,0.4574,0.0833
50029-3,MCF7,10161-101-1,Luminespib,0.37,uM,LJP5,0.2992,0.0327,0.0285,0.0267
50029-3,MCF7,10045-101-1,A443654,0.37,uM,LJP6,0.1593,0.0236,-0.1676,0.0412
50029-3,MCF7,10063-102-1,OSI-027,0.37,uM,LJP6,0.4931,0.0074,0.2956,0.0240
50029-3,MCF7,10087-101-1,XMD11-85h,0.37,uM,LJP6,0.8524,0.0393,0.7974,0.0492
50029-3,MCF7,10017-101-1,HG-6-64-01,0.37,uM,LJP6,0.9969,0.0190,0.9954,0.0269
50029-3,MCF7,10039-101-1,WH-4-025,0.37,uM,LJP5,0.5853,0.0562,0.4224,0.0859
50029-3,MCF7,10082-101-1,WZ-4-145,0.37,uM,LJP6,0.6005,0.0396,0.4429,0.0656
50029-3,MCF7,10091-101-1,XMD16-144,0.37,uM,LJP5,0.3713,0.0325,0.1285,0.0304
50029-3,MCF7,10177-101-1,Brivanib,0.37,uM,LJP5,0.9383,0.0417,0.9124,0.0595
50029-3,MCF7,10147-101-1,Buparlisib,0.37,uM,LJP5,0.3636,0.0089,0.1156,0.0303
50029-3,MCF7,10055-101-1,BX-912,0.37,uM,LJP5,0.7961,0.0790,0.7126,0.1141
50029-3,MCF7,10120-102-1,Canertinib,0.37,uM,LJP6,0.8073,0.0204,0.7320,0.0309
50029-3,MCF7,10117-101-1,Celastrol,0.37,uM,LJP6,0.5975,0.0526,0.4394,0.0807
50029-3,MCF7,10025-101-1,CGP60474,0.37,uM,LJP5,0.1358,0.0303,-0.1986,0.0210
50029-3,MCF7,10025-101-1,CGP60474,0.37,uM,LJP6,0.1476,0.0238,-0.1827,0.0208
50029-3,MCF7,10180-101-1,CHIR-99021,0.37,uM,LJP6,0.7901,0.0493,0.7110,0.0630
50029-3,MCF7,10010-101-1,CP724714,0.37,uM,LJP5,0.8327,0.0148,0.7682,0.0184
50029-3,MCF7,10009-101-1,CP466722,0.37,uM,LJP5,1.0761,0.0441,1.1066,0.0632
50029-3,MCF7,10027-101-1,Crizotinib,0.37,uM,LJP5,0.6969,0.0496,0.5775,0.0749
50029-3,MCF7,10140-101-1,Momelotinib,0.37,uM,LJP5,0.8765,0.0458,0.8260,0.0665
50029-3,MCF7,10020-101-1,Dasatinib,0.37,uM,LJP5,0.2695,0.0656,-0.0123,0.0809
50029-3,MCF7,10020-101-1,Dasatinib,0.37,uM,LJP6,0.2746,0.0686,-0.0048,0.0825
50029-3,MCF7,10127-101-1,Dovitinib,0.37,uM,LJP5,0.7495,0.0595,0.6485,0.0887
50029-3,MCF7,10069-101-1,Enzastaurin,0.37,uM,LJP5,1.0426,0.0234,1.0580,0.0312
50029-3,MCF7,10097-101-1,Erlotinib,0.37,uM,LJP5,1.0559,0.0201,1.0765,0.0256
50029-3,MCF7,10157-101-1,Foretinib,0.37,uM,LJP5,0.3542,0.0111,0.1037,0.0057
50029-3,MCF7,10040-101-1,R406,0.37,uM,LJP6,0.9233,0.0465,0.8946,0.0647
50029-3,MCF7,10047-101-1,Pictilisib,0.37,uM,LJP6,0.2894,0.0040,0.0132,0.0185
50029-3,MCF7,10098-101-1,Gefitinib,0.37,uM,LJP6,1.0210,0.0397,1.0293,0.0565
50029-3,MCF7,10108-101-1,Geldanamycin,0.37,uM,LJP5,0.3053,0.0205,0.0364,0.0092
50029-3,MCF7,10108-101-1,Geldanamycin,0.37,uM,LJP6,0.2921,0.0225,0.0181,0.0079
50029-3,MCF7,10172-101-1,GSK1059615,0.37,uM,LJP5,0.6758,0.0425,0.5470,0.0681
50029-3,MCF7,10172-101-1,GSK1059615,0.37,uM,LJP6,0.6302,0.0301,0.4873,0.0375
50029-3,MCF7,10134-101-1,GSK1904529A,0.37,uM,LJP6,0.5156,0.0213,0.3263,0.0415
50029-3,MCF7,10146-101-1,Omipalisib,0.37,uM,LJP6,0.2781,0.0314,-0.0010,0.0284
50029-3,MCF7,10128-101-1,GSK 690693,0.37,uM,LJP5,0.5470,0.0415,0.3681,0.0707
50029-3,MCF7,10014-101-1,GW843682X,0.37,uM,LJP6,0.3536,0.0107,0.1028,0.0063
50029-3,MCF7,10015-101-1,HG-5-113-01,0.37,uM,LJP5,0.5369,0.0763,0.3522,0.1182
50029-3,MCF7,10016-101-1,HG-5-88-01,0.37,uM,LJP6,0.5762,0.0203,0.4106,0.0374
50029-3,MCF7,10023-103-1,Imatinib,0.37,uM,LJP6,1.0428,0.0368,1.0601,0.0526
50029-3,MCF7,10100-101-1,JNK-9L,0.37,uM,LJP6,0.3863,0.0392,0.1451,0.0727
50029-3,MCF7,10019-101-1,JW-7-24-1,0.37,uM,LJP6,0.4971,0.0289,0.3000,0.0533
50029-3,MCF7,10051-104-1,Lapatinib,0.37,uM,LJP6,0.9309,0.0303,0.9021,0.0434
50029-3,MCF7,10115-102-1,LDN-193189,0.37,uM,LJP5,1.0401,0.0379,1.0566,0.0541
50029-3,MCF7,10182-101-1,Linifanib,0.37,uM,LJP6,0.9761,0.0606,0.9696,0.0838
50029-3,MCF7,10135-101-1,Linsitinib,0.37,uM,LJP5,0.6537,0.0795,0.5139,0.1190
50029-3,MCF7,10479-102-1,Mitoxantrone,0.37,uM,LJP5,0.3132,0.0224,0.0469,0.0274
50029-3,MCF7,10479-102-1,Mitoxantrone,0.37,uM,LJP6,0.2806,0.0262,0.0024,0.0127
50029-3,MCF7,10057-102-1,MK2206,0.37,uM,LJP6,0.4356,0.0328,0.2166,0.0459
50029-3,MCF7,10018-101-1,Neratinib,0.37,uM,LJP5,0.6664,0.0099,0.5362,0.0225
50029-3,MCF7,10099-101-1,Nilotinib,0.37,uM,LJP5,1.0036,0.0126,1.0049,0.0179
50029-3,MCF7,10151-101-1,Nintedanib,0.37,uM,LJP6,0.7670,0.0527,0.6760,0.0761
50029-3,MCF7,10061-101-1,NU7441,0.37,uM,LJP5,0.9715,0.0274,0.9605,0.0390
50029-3,MCF7,10232-101-1,Dactolisib,0.37,uM,LJP5,0.3183,0.0488,0.0533,0.0716
50029-3,MCF7,10024-101-1,NVP-TAE684,0.37,uM,LJP6,0.2753,0.0203,-0.0074,0.0466
50029-3,MCF7,10071-101-1,Palbociclib,0.37,uM,LJP6,0.5486,0.0464,0.3701,0.0773
50029-3,MCF7,10101-101-1,PD0325901,0.37,uM,LJP5,0.6126,0.0157,0.4611,0.0323
50029-3,MCF7,10101-101-1,PD0325901,0.37,uM,LJP6,0.5738,0.0216,0.4089,0.0247
50029-3,MCF7,10026-101-1,PD173074,0.37,uM,LJP6,1.0071,0.0390,1.0108,0.0553
50029-3,MCF7,10048-101-1,PD184352,0.37,uM,LJP5,0.7760,0.0271,0.6887,0.0399
50029-3,MCF7,10159-101-1,Pelitinib,0.37,uM,LJP5,0.9684,0.0368,0.9574,0.0512
50029-3,MCF7,10116-101-1,PF431396,0.37,uM,LJP5,0.3853,0.0134,0.1456,0.0350
50029-3,MCF7,10112-101-1,PF477736,0.37,uM,LJP5,0.4822,0.0043,0.2807,0.0169
50029-3,MCF7,10072-101-1,PF562271,0.37,uM,LJP6,0.6012,0.0117,0.4453,0.0283
50029-3,MCF7,10125-101-1,PHA-665752,0.37,uM,LJP5,1.0817,0.0337,1.1121,0.0452
50029-3,MCF7,10073-101-1,PHA-793887,0.37,uM,LJP6,0.2973,0.0023,0.0238,0.0243
50029-3,MCF7,10126-101-1,PI103,0.37,uM,LJP6,0.3163,0.0272,0.0511,0.0344
50029-3,MCF7,10049-101-1,PLX-4720,0.37,uM,LJP5,1.0509,0.0330,1.0688,0.0438
50029-3,MCF7,10075-101-1,QL-X-138,0.37,uM,LJP6,0.4559,0.0217,0.2434,0.0433
50029-3,MCF7,10077-101-1,QL-XII-47,0.37,uM,LJP6,0.2997,0.0146,0.0270,0.0336
50029-3,MCF7,10480-101-1,Radicicol,0.37,uM,LJP5,0.3484,0.0356,0.0972,0.0273
50029-3,MCF7,10480-101-1,Radicicol,0.37,uM,LJP6,0.3451,0.0248,0.0918,0.0169
50029-3,MCF7,10001-101-1,Seliciclib,0.37,uM,LJP5,0.9604,0.0281,0.9434,0.0397
50029-3,MCF7,10138-105-1,Ruxolitinib,0.37,uM,LJP5,0.9965,0.0218,0.9948,0.0310
50029-3,MCF7,10148-101-1,XL147,0.37,uM,LJP5,1.0731,0.0153,1.1012,0.0210
50029-3,MCF7,10032-101-1,Saracatinib,0.37,uM,LJP6,0.5354,0.0886,0.3584,0.1141
50029-3,MCF7,10056-101-1,Selumetinib,0.37,uM,LJP6,0.6282,0.0333,0.4852,0.0388
50029-3,MCF7,10052-101-1,Sirolimus,0.37,uM,LJP6,0.5699,0.0159,0.4030,0.0217
50029-3,MCF7,10008-101-1,Sorafenib,0.37,uM,LJP6,0.9159,0.0217,0.8845,0.0267
50029-3,MCF7,10119-101-1,SU11274,0.37,uM,LJP5,1.0434,0.0393,1.0601,0.0557
50029-3,MCF7,10141-101-1,Fedratinib,0.37,uM,LJP5,0.8633,0.0533,0.8070,0.0768
50029-3,MCF7,10171-101-1,TGX221,0.37,uM,LJP5,0.9944,0.0108,0.9915,0.0149
50029-3,MCF7,10079-101-1,Torin1,0.37,uM,LJP6,0.3223,0.0078,0.0590,0.0144
50029-3,MCF7,10080-101-1,Torin2,0.37,uM,LJP5,0.2542,0.0053,-0.0361,0.0269
50029-3,MCF7,10021-101-1,Tozasertib,0.37,uM,LJP5,0.3192,0.0313,0.0564,0.0208
50029-3,MCF7,10142-101-1,Trametinib,0.37,uM,LJP5,0.4985,0.0120,0.3042,0.0005
50029-3,MCF7,10111-101-1,TWS119,0.37,uM,LJP5,1.0206,0.0362,1.0291,0.0515
50029-3,MCF7,10068-101-1,Vemurafenib,0.37,uM,LJP5,1.0623,0.0133,1.0857,0.0166
50029-3,MCF7,10481-101-1,Withaferin A,0.37,uM,LJP5,0.4590,0.0271,0.2470,0.0535
50029-3,MCF7,10481-101-1,Withaferin A,0.37,uM,LJP6,0.4297,0.0137,0.2069,0.0369
50029-3,MCF7,10064-101-1,WYE-125132,0.37,uM,LJP6,0.3481,0.0235,0.0951,0.0301
50029-3,MCF7,10084-101-1,WZ3105,0.37,uM,LJP5,0.1547,0.0360,-0.1720,0.0264
50029-3,MCF7,10086-101-1,XMD11-50,0.37,uM,LJP6,0.6540,0.0048,0.5197,0.0051
50029-3,MCF7,10149-102-1,Y39983,0.37,uM,LJP6,0.9740,0.0248,0.9651,0.0337
50029-3,MCF7,10109-101-1,YM 201636,0.37,uM,LJP5,0.8960,0.0241,0.8554,0.0347
50029-3,MCF7,10053-101-1,ZSTK474,0.37,uM,LJP6,0.3524,0.0122,0.1009,0.0183
50029-3,MCF7,10133-101-1,Afatinib,1.11,uM,LJP6,0.7583,0.0382,0.6623,0.0589
50029-3,MCF7,10035-101-1,Sigma A6730,1.11,uM,LJP5,0.5801,0.0153,0.4158,0.0340
50029-3,MCF7,10011-101-1,Alvocidib,1.11,uM,LJP6,0.1277,0.0218,-0.2104,0.0097
50029-3,MCF7,10004-101-1,AT-7519,1.11,uM,LJP6,0.1498,0.0317,-0.1792,0.0262
50029-3,MCF7,10158-101-1,AZD 5438,1.11,uM,LJP6,0.2301,0.0295,-0.0689,0.0426
50029-3,MCF7,10059-101-1,AZD-6482,1.11,uM,LJP5,0.9424,0.0154,0.9197,0.0224
50029-3,MCF7,10006-101-1,AZD7762,1.11,uM,LJP6,0.2796,0.0239,0.0008,0.0125
50029-3,MCF7,10007-101-1,AZD8055,1.11,uM,LJP6,0.2759,0.0181,-0.0055,0.0295
50029-3,MCF7,10164-101-1,AZD8330,1.11,uM,LJP5,0.5349,0.0204,0.3545,0.0262
50029-3,MCF7,10067-101-1,Barasertib,1.11,uM,LJP5,0.3462,0.0151,0.0927,0.0106
50029-3,MCF7,10041-101-1,BI-2536,1.11,uM,LJP6,0.3055,0.0331,0.0371,0.0289
50029-3,MCF7,10028-102-1,BMS345541,1.11,uM,LJP6,0.5853,0.0450,0.4219,0.0726
50029-3,MCF7,10132-101-1,SNS-032,1.11,uM,LJP6,0.1390,0.0205,-0.1948,0.0178
50029-3,MCF7,10234-101-1,GDC-0980,1.11,uM,LJP5,0.2567,0.0243,-0.0312,0.0202
50029-3,MCF7,10122-101-1,NVP-AEW541,1.11,uM,LJP5,0.5317,0.0089,0.3489,0.0269
50029-3,MCF7,10046-101-1,SB590885,1.11,uM,LJP5,1.1051,0.0450,1.1459,0.0638
50029-3,MCF7,10190-101-1,PIK-93,1.11,uM,LJP5,0.9330,0.1398,0.9042,0.1983
50029-3,MCF7,10031-101-1,KIN001-043,1.11,uM,LJP6,0.8450,0.0223,0.7856,0.0288
50029-3,MCF7,10233-101-1,Alpelisib,1.11,uM,LJP5,0.5050,0.0352,0.3114,0.0580
50029-3,MCF7,10161-101-1,Luminespib,1.11,uM,LJP5,0.2967,0.0368,0.0252,0.0309
50029-3,MCF7,10045-101-1,A443654,1.11,uM,LJP6,0.1621,0.0144,-0.1632,0.0192
