Cell HMS LINCS ID,Cell Name,Small Molecule HMS LINCS ID,Small Molecule Name,Small Mol Concentration,Small Mol Conc Unit,LJP Library Plate,Mean Relative Cell Count,Standard Error of the Mean for Relative Cell Count,Mean Normalized Growth Rate Inhibition Value,Standard Error of the Mean for Normalized Growth Rate Inhibition Value
50105-3,BT-20,10100-101-1,JNK-9L,10,uM,LJP6,0.2089,0.0155,-0.2209,0.0583
50105-3,BT-20,10101-101-1,PD0325901,0.04,uM,LJP5,0.9120,0.0710,0.8955,0.0831
50105-3,BT-20,10101-101-1,PD0325901,0.04,uM,LJP6,0.9319,0.0189,0.9176,0.0210
50105-3,BT-20,10101-101-1,PD0325901,0.12,uM,LJP5,0.8853,0.0436,0.8647,0.0498
50105-3,BT-20,10101-101-1,PD0325901,0.12,uM,LJP6,0.8910,0.0175,0.8640,0.0202
50105-3,BT-20,10101-101-1,PD0325901,0.37,uM,LJP5,0.8721,0.0578,0.8478,0.0668
50105-3,BT-20,10101-101-1,PD0325901,0.37,uM,LJP6,0.8623,0.0513,0.8289,0.0610
50105-3,BT-20,10101-101-1,PD0325901,1.11,uM,LJP5,0.7788,0.0808,0.7271,0.0996
50105-3,BT-20,10101-101-1,PD0325901,1.11,uM,LJP6,0.7554,0.0593,0.6891,0.0725
50105-3,BT-20,10101-101-1,PD0325901,3.33,uM,LJP5,0.6874,0.0522,0.6067,0.0620
50105-3,BT-20,10101-101-1,PD0325901,3.33,uM,LJP6,0.6377,0.0071,0.5229,0.0252
50105-3,BT-20,10101-101-1,PD0325901,10,uM,LJP5,0.5607,0.0456,0.4252,0.0538
50105-3,BT-20,10101-101-1,PD0325901,10,uM,LJP6,0.5907,0.0021,0.4529,0.0187
50105-3,BT-20,10108-101-1,Geldanamycin,0.04,uM,LJP5,0.4529,0.0103,0.2583,0.0312
50105-3,BT-20,10108-101-1,Geldanamycin,0.04,uM,LJP6,0.4698,0.0629,0.2653,0.0873
50105-3,BT-20,10108-101-1,Geldanamycin,0.12,uM,LJP5,0.3173,0.0220,0.0220,0.0645
50105-3,BT-20,10108-101-1,Geldanamycin,0.12,uM,LJP6,0.3152,0.0191,-0.0023,0.0424
50105-3,BT-20,10108-101-1,Geldanamycin,0.37,uM,LJP5,0.2841,0.0195,-0.0412,0.0610
50105-3,BT-20,10108-101-1,Geldanamycin,0.37,uM,LJP6,0.2855,0.0296,-0.0614,0.0705
50105-3,BT-20,10108-101-1,Geldanamycin,1.11,uM,LJP5,0.2833,0.0305,-0.0445,0.0763
50105-3,BT-20,10108-101-1,Geldanamycin,1.11,uM,LJP6,0.2870,0.0329,-0.0591,0.0778
50105-3,BT-20,10108-101-1,Geldanamycin,3.33,uM,LJP5,0.2564,0.0281,-0.0989,0.0756
50105-3,BT-20,10108-101-1,Geldanamycin,3.33,uM,LJP6,0.2524,0.0294,-0.1295,0.0794
50105-3,BT-20,10108-101-1,Geldanamycin,10,uM,LJP5,0.2009,0.0234,-0.2221,0.0570
50105-3,BT-20,10108-101-1,Geldanamycin,10,uM,LJP6,0.1964,0.0276,-0.2532,0.0725
50105-3,BT-20,10109-101-1,YM 201636,0.04,uM,LJP5,1.0557,0.0151,1.0622,0.0143
50105-3,BT-20,10109-101-1,YM 201636,0.12,uM,LJP5,0.9986,0.0154,0.9992,0.0187
50105-3,BT-20,10109-101-1,YM 201636,0.37,uM,LJP5,0.9477,0.0145,0.9384,0.0168
50105-3,BT-20,10109-101-1,YM 201636,1.11,uM,LJP5,0.7926,0.0271,0.7465,0.0306
50105-3,BT-20,10109-101-1,YM 201636,3.33,uM,LJP5,0.6653,0.0345,0.5773,0.0403
50105-3,BT-20,10109-101-1,YM 201636,10,uM,LJP5,0.3316,0.0287,0.0483,0.0544
50105-3,BT-20,10111-101-1,TWS119,0.04,uM,LJP5,1.0142,0.0155,1.0174,0.0195
50105-3,BT-20,10111-101-1,TWS119,0.12,uM,LJP5,0.9930,0.0264,0.9936,0.0320
50105-3,BT-20,10111-101-1,TWS119,0.37,uM,LJP5,0.9747,0.0269,0.9712,0.0317
50105-3,BT-20,10111-101-1,TWS119,1.11,uM,LJP5,0.9039,0.0526,0.8851,0.0620
50105-3,BT-20,10111-101-1,TWS119,3.33,uM,LJP5,0.7540,0.0471,0.6956,0.0552
50105-3,BT-20,10111-101-1,TWS119,10,uM,LJP5,0.3129,0.0166,0.0129,0.0467
50105-3,BT-20,10112-101-1,PF477736,0.04,uM,LJP5,0.9062,0.0172,0.8864,0.0261
50105-3,BT-20,10112-101-1,PF477736,0.12,uM,LJP5,0.9650,0.0180,0.9605,0.0204
50105-3,BT-20,10112-101-1,PF477736,0.37,uM,LJP5,0.9607,0.0040,0.9538,0.0039
50105-3,BT-20,10112-101-1,PF477736,1.11,uM,LJP5,0.9425,0.0114,0.9309,0.0156
50105-3,BT-20,10112-101-1,PF477736,3.33,uM,LJP5,0.8369,0.0244,0.8004,0.0363
50105-3,BT-20,10112-101-1,PF477736,10,uM,LJP5,0.3776,0.0365,0.1286,0.0882
50105-3,BT-20,10115-102-1,LDN-193189,0.04,uM,LJP5,0.9944,0.0175,0.9943,0.0209
50105-3,BT-20,10115-102-1,LDN-193189,0.12,uM,LJP5,0.9191,0.0209,0.9052,0.0225
50105-3,BT-20,10115-102-1,LDN-193189,0.37,uM,LJP5,0.9267,0.0472,0.9150,0.0539
50105-3,BT-20,10115-102-1,LDN-193189,1.11,uM,LJP5,0.7203,0.0948,0.6453,0.1231
50105-3,BT-20,10115-102-1,LDN-193189,3.33,uM,LJP5,0.2820,0.0949,-0.0800,0.1962
50105-3,BT-20,10115-102-1,LDN-193189,10,uM,LJP5,0.0934,0.0212,-0.5070,0.0475
50105-3,BT-20,10116-101-1,PF431396,0.04,uM,LJP5,0.9192,0.0192,0.9022,0.0247
50105-3,BT-20,10116-101-1,PF431396,0.12,uM,LJP5,0.8053,0.0172,0.7625,0.0205
50105-3,BT-20,10116-101-1,PF431396,0.37,uM,LJP5,0.5534,0.0521,0.4144,0.0697
50105-3,BT-20,10116-101-1,PF431396,1.11,uM,LJP5,0.3723,0.0288,0.1213,0.0663
50105-3,BT-20,10116-101-1,PF431396,3.33,uM,LJP5,0.3265,0.0236,0.0389,0.0706
50105-3,BT-20,10116-101-1,PF431396,10,uM,LJP5,0.2166,0.0478,-0.1897,0.1242
50105-3,BT-20,10117-101-1,Celastrol,0.04,uM,LJP6,1.0633,0.0191,1.0735,0.0207
50105-3,BT-20,10117-101-1,Celastrol,0.12,uM,LJP6,1.0765,0.0201,1.0894,0.0218
50105-3,BT-20,10117-101-1,Celastrol,0.37,uM,LJP6,0.8913,0.0240,0.8674,0.0270
50105-3,BT-20,10117-101-1,Celastrol,1.11,uM,LJP6,0.4949,0.1754,0.2778,0.2682
50105-3,BT-20,10117-101-1,Celastrol,3.33,uM,LJP6,0.1939,0.0497,-0.2653,0.0870
50105-3,BT-20,10117-101-1,Celastrol,10,uM,LJP6,0.1337,0.0223,-0.4082,0.0548
50105-3,BT-20,10119-101-1,SU11274,0.04,uM,LJP5,1.0537,0.0193,1.0616,0.0214
50105-3,BT-20,10119-101-1,SU11274,0.12,uM,LJP5,1.0376,0.0068,1.0442,0.0099
50105-3,BT-20,10119-101-1,SU11274,0.37,uM,LJP5,1.0028,0.0145,1.0035,0.0168
50105-3,BT-20,10119-101-1,SU11274,1.11,uM,LJP5,0.9338,0.0076,0.9217,0.0084
50105-3,BT-20,10119-101-1,SU11274,3.33,uM,LJP5,0.8492,0.0059,0.8186,0.0066
50105-3,BT-20,10119-101-1,SU11274,10,uM,LJP5,0.3401,0.0174,0.0654,0.0476
50105-3,BT-20,10120-102-1,Canertinib,0.04,uM,LJP6,0.9163,0.0180,0.8956,0.0254
50105-3,BT-20,10120-102-1,Canertinib,0.12,uM,LJP6,0.9024,0.0058,0.8804,0.0042
50105-3,BT-20,10120-102-1,Canertinib,0.37,uM,LJP6,0.8628,0.0165,0.8312,0.0158
50105-3,BT-20,10120-102-1,Canertinib,1.11,uM,LJP6,0.8494,0.0242,0.8141,0.0257
50105-3,BT-20,10120-102-1,Canertinib,3.33,uM,LJP6,0.7695,0.0329,0.7099,0.0351
50105-3,BT-20,10120-102-1,Canertinib,10,uM,LJP6,0.2526,0.0395,-0.1295,0.0562
50105-3,BT-20,10122-101-1,NVP-AEW541,0.04,uM,LJP5,1.0205,0.0125,1.0237,0.0145
50105-3,BT-20,10122-101-1,NVP-AEW541,0.12,uM,LJP5,1.0217,0.0104,1.0245,0.0117
50105-3,BT-20,10122-101-1,NVP-AEW541,0.37,uM,LJP5,1.0274,0.0125,1.0324,0.0152
50105-3,BT-20,10122-101-1,NVP-AEW541,1.11,uM,LJP5,1.0036,0.0179,1.0049,0.0209
50105-3,BT-20,10122-101-1,NVP-AEW541,3.33,uM,LJP5,1.0239,0.0105,1.0268,0.0120
50105-3,BT-20,10122-101-1,NVP-AEW541,10,uM,LJP5,0.8828,0.0549,0.8594,0.0636
50105-3,BT-20,10125-101-1,PHA-665752,0.04,uM,LJP5,1.0151,0.0047,1.0170,0.0051
50105-3,BT-20,10125-101-1,PHA-665752,0.12,uM,LJP5,1.0100,0.0265,1.0109,0.0301
50105-3,BT-20,10125-101-1,PHA-665752,0.37,uM,LJP5,1.0035,0.0043,1.0027,0.0045
50105-3,BT-20,10125-101-1,PHA-665752,1.11,uM,LJP5,0.9807,0.0199,0.9760,0.0239
50105-3,BT-20,10125-101-1,PHA-665752,3.33,uM,LJP5,0.9781,0.0160,0.9727,0.0201
50105-3,BT-20,10125-101-1,PHA-665752,10,uM,LJP5,0.4515,0.1504,0.2202,0.2420
50105-3,BT-20,10126-101-1,PI103,0.04,uM,LJP6,0.9574,0.0408,0.9487,0.0485
50105-3,BT-20,10126-101-1,PI103,0.12,uM,LJP6,0.7824,0.1180,0.7231,0.1522
50105-3,BT-20,10126-101-1,PI103,0.37,uM,LJP6,0.5316,0.1307,0.3569,0.1857
50105-3,BT-20,10126-101-1,PI103,1.11,uM,LJP6,0.3722,0.0700,0.0983,0.1007
50105-3,BT-20,10126-101-1,PI103,3.33,uM,LJP6,0.2872,0.0094,-0.0552,0.0098
50105-3,BT-20,10126-101-1,PI103,10,uM,LJP6,0.2577,0.0079,-0.1150,0.0193
50105-3,BT-20,10127-101-1,Dovitinib,0.04,uM,LJP5,0.8606,0.0180,0.8301,0.0270
50105-3,BT-20,10127-101-1,Dovitinib,0.12,uM,LJP5,0.7446,0.0562,0.6853,0.0640
50105-3,BT-20,10127-101-1,Dovitinib,0.37,uM,LJP5,0.5403,0.0617,0.3937,0.0775
50105-3,BT-20,10127-101-1,Dovitinib,1.11,uM,LJP5,0.4806,0.0349,0.3038,0.0413
50105-3,BT-20,10127-101-1,Dovitinib,3.33,uM,LJP5,0.4278,0.0189,0.2190,0.0197
50105-3,BT-20,10127-101-1,Dovitinib,10,uM,LJP5,0.3923,0.0344,0.1564,0.0673
50105-3,BT-20,10128-101-1,GSK 690693,0.04,uM,LJP5,0.8493,0.0035,0.8181,0.0029
50105-3,BT-20,10128-101-1,GSK 690693,0.12,uM,LJP5,0.8176,0.0343,0.7792,0.0358
50105-3,BT-20,10128-101-1,GSK 690693,0.37,uM,LJP5,0.7091,0.0506,0.6362,0.0609
50105-3,BT-20,10128-101-1,GSK 690693,1.11,uM,LJP5,0.6259,0.0576,0.5213,0.0717
50105-3,BT-20,10128-101-1,GSK 690693,3.33,uM,LJP5,0.5781,0.0290,0.4527,0.0358
50105-3,BT-20,10128-101-1,GSK 690693,10,uM,LJP5,0.5231,0.0227,0.3708,0.0272
50105-3,BT-20,10132-101-1,SNS-032,0.04,uM,LJP6,0.9047,0.0299,0.8846,0.0350
50105-3,BT-20,10132-101-1,SNS-032,0.12,uM,LJP6,0.3968,0.1040,0.1345,0.1551
50105-3,BT-20,10132-101-1,SNS-032,0.37,uM,LJP6,0.2008,0.0109,-0.2389,0.0389
50105-3,BT-20,10132-101-1,SNS-032,1.11,uM,LJP6,0.1669,0.0296,-0.3231,0.1000
50105-3,BT-20,10132-101-1,SNS-032,3.33,uM,LJP6,0.1648,0.0323,-0.3295,0.1076
50105-3,BT-20,10132-101-1,SNS-032,10,uM,LJP6,0.1777,0.0351,-0.2991,0.1124
50105-3,BT-20,10133-101-1,Afatinib,0.04,uM,LJP6,0.7666,0.0133,0.7043,0.0179
50105-3,BT-20,10133-101-1,Afatinib,0.12,uM,LJP6,0.8306,0.0041,0.7886,0.0097
50105-3,BT-20,10133-101-1,Afatinib,0.37,uM,LJP6,0.8508,0.0102,0.8137,0.0154
50105-3,BT-20,10133-101-1,Afatinib,1.11,uM,LJP6,0.8936,0.0267,0.8682,0.0339
50105-3,BT-20,10133-101-1,Afatinib,3.33,uM,LJP6,0.8832,0.0125,0.8546,0.0204
50105-3,BT-20,10133-101-1,Afatinib,10,uM,LJP6,0.3483,0.0934,0.0471,0.1457
50105-3,BT-20,10134-101-1,GSK1904529A,0.04,uM,LJP6,0.8568,0.0218,0.8212,0.0320
50105-3,BT-20,10134-101-1,GSK1904529A,0.12,uM,LJP6,0.9191,0.0189,0.9021,0.0209
50105-3,BT-20,10134-101-1,GSK1904529A,0.37,uM,LJP6,0.9307,0.0092,0.9157,0.0097
50105-3,BT-20,10134-101-1,GSK1904529A,1.11,uM,LJP6,0.9475,0.0215,0.9366,0.0245
50105-3,BT-20,10134-101-1,GSK1904529A,3.33,uM,LJP6,0.9667,0.0147,0.9607,0.0167
50105-3,BT-20,10134-101-1,GSK1904529A,10,uM,LJP6,1.0012,0.0199,0.9995,0.0245
50105-3,BT-20,10135-101-1,Linsitinib,0.04,uM,LJP5,0.8689,0.0120,0.8413,0.0182
50105-3,BT-20,10135-101-1,Linsitinib,0.12,uM,LJP5,0.9165,0.0157,0.9003,0.0187
50105-3,BT-20,10135-101-1,Linsitinib,0.37,uM,LJP5,0.9552,0.0343,0.9489,0.0407
50105-3,BT-20,10135-101-1,Linsitinib,1.11,uM,LJP5,0.9348,0.0269,0.9239,0.0310
50105-3,BT-20,10135-101-1,Linsitinib,3.33,uM,LJP5,0.9114,0.0251,0.8955,0.0289
50105-3,BT-20,10135-101-1,Linsitinib,10,uM,LJP5,0.8312,0.0264,0.7966,0.0292
50105-3,BT-20,10138-105-1,Ruxolitinib,0.04,uM,LJP5,0.9752,0.0321,0.9727,0.0382
50105-3,BT-20,10138-105-1,Ruxolitinib,0.12,uM,LJP5,0.9497,0.0104,0.9416,0.0109
50105-3,BT-20,10138-105-1,Ruxolitinib,0.37,uM,LJP5,0.9563,0.0227,0.9501,0.0264
50105-3,BT-20,10138-105-1,Ruxolitinib,1.11,uM,LJP5,0.9782,0.0402,0.9730,0.0461
50105-3,BT-20,10138-105-1,Ruxolitinib,3.33,uM,LJP5,0.9440,0.0427,0.9330,0.0500
50105-3,BT-20,10138-105-1,Ruxolitinib,10,uM,LJP5,0.7635,0.0306,0.7073,0.0428
50105-3,BT-20,10140-101-1,Momelotinib,0.04,uM,LJP5,0.9373,0.0349,0.9261,0.0414
50105-3,BT-20,10140-101-1,Momelotinib,0.12,uM,LJP5,0.8920,0.0198,0.8711,0.0222
50105-3,BT-20,10140-101-1,Momelotinib,0.37,uM,LJP5,0.8649,0.0400,0.8372,0.0477
50105-3,BT-20,10140-101-1,Momelotinib,1.11,uM,LJP5,0.7929,0.0250,0.7475,0.0267
50105-3,BT-20,10140-101-1,Momelotinib,3.33,uM,LJP5,0.6635,0.0399,0.5757,0.0422
50105-3,BT-20,10140-101-1,Momelotinib,10,uM,LJP5,0.3397,0.0348,0.0633,0.0595
50105-3,BT-20,10141-101-1,Fedratinib,0.04,uM,LJP5,1.0373,0.0158,1.0423,0.0168
50105-3,BT-20,10141-101-1,Fedratinib,0.12,uM,LJP5,0.9741,0.0046,0.9693,0.0056
50105-3,BT-20,10141-101-1,Fedratinib,0.37,uM,LJP5,0.9433,0.0126,0.9341,0.0128
50105-3,BT-20,10141-101-1,Fedratinib,1.11,uM,LJP5,0.8520,0.0188,0.8229,0.0176
50105-3,BT-20,10141-101-1,Fedratinib,3.33,uM,LJP5,0.7028,0.0194,0.6294,0.0138
50105-3,BT-20,10141-101-1,Fedratinib,10,uM,LJP5,0.2367,0.0342,-0.1411,0.0802
50105-3,BT-20,10142-101-1,Trametinib,0.04,uM,LJP5,0.7653,0.0212,0.7101,0.0267
50105-3,BT-20,10142-101-1,Trametinib,0.12,uM,LJP5,0.8178,0.0274,0.7802,0.0280
50105-3,BT-20,10142-101-1,Trametinib,0.37,uM,LJP5,0.7890,0.0280,0.7433,0.0274
50105-3,BT-20,10142-101-1,Trametinib,1.11,uM,LJP5,0.7691,0.0303,0.7174,0.0306
50105-3,BT-20,10142-101-1,Trametinib,3.33,uM,LJP5,0.7431,0.0159,0.6828,0.0108
50105-3,BT-20,10142-101-1,Trametinib,10,uM,LJP5,0.8030,0.0359,0.7616,0.0383
50105-3,BT-20,10146-101-1,Omipalisib,0.04,uM,LJP6,0.2705,0.0294,-0.0909,0.0475
50105-3,BT-20,10146-101-1,Omipalisib,0.12,uM,LJP6,0.2439,0.0227,-0.1454,0.0368
50105-3,BT-20,10146-101-1,Omipalisib,0.37,uM,LJP6,0.2089,0.0227,-0.2221,0.0469
50105-3,BT-20,10146-101-1,Omipalisib,1.11,uM,LJP6,0.1824,0.0236,-0.2844,0.0540
50105-3,BT-20,10146-101-1,Omipalisib,3.33,uM,LJP6,0.1682,0.0294,-0.3201,0.0786
50105-3,BT-20,10146-101-1,Omipalisib,10,uM,LJP6,0.1495,0.0303,-0.3676,0.0848
50105-3,BT-20,10147-101-1,Buparlisib,0.04,uM,LJP5,1.0098,0.0140,1.0119,0.0165
50105-3,BT-20,10147-101-1,Buparlisib,0.12,uM,LJP5,0.8881,0.0521,0.8679,0.0600
50105-3,BT-20,10147-101-1,Buparlisib,0.37,uM,LJP5,0.6112,0.0522,0.5008,0.0639
50105-3,BT-20,10147-101-1,Buparlisib,1.11,uM,LJP5,0.3114,0.0065,0.0131,0.0219
50105-3,BT-20,10147-101-1,Buparlisib,3.33,uM,LJP5,0.1817,0.0153,-0.2612,0.0628
50105-3,BT-20,10147-101-1,Buparlisib,10,uM,LJP5,0.1473,0.0163,-0.3463,0.0697
50105-3,BT-20,10148-101-1,XL147,0.04,uM,LJP5,1.0654,0.0264,1.0731,0.0268
50105-3,BT-20,10148-101-1,XL147,0.12,uM,LJP5,1.0470,0.0351,1.0511,0.0379
50105-3,BT-20,10148-101-1,XL147,0.37,uM,LJP5,1.0018,0.0393,0.9989,0.0445
50105-3,BT-20,10148-101-1,XL147,1.11,uM,LJP5,0.9711,0.0294,0.9640,0.0347
50105-3,BT-20,10148-101-1,XL147,3.33,uM,LJP5,0.8723,0.0049,0.8468,0.0055
50105-3,BT-20,10148-101-1,XL147,10,uM,LJP5,0.3874,0.0148,0.1493,0.0499
50105-3,BT-20,10149-102-1,Y39983,0.04,uM,LJP6,0.9940,0.0329,0.9942,0.0393
50105-3,BT-20,10149-102-1,Y39983,0.12,uM,LJP6,1.0086,0.0460,1.0132,0.0564
50105-3,BT-20,10149-102-1,Y39983,0.37,uM,LJP6,0.9671,0.0397,0.9620,0.0484
50105-3,BT-20,10149-102-1,Y39983,1.11,uM,LJP6,0.9132,0.0355,0.8954,0.0421
50105-3,BT-20,10149-102-1,Y39983,3.33,uM,LJP6,0.8395,0.0444,0.8023,0.0521
50105-3,BT-20,10149-102-1,Y39983,10,uM,LJP6,0.4872,0.0719,0.2956,0.0960
50105-3,BT-20,10151-101-1,Nintedanib,0.04,uM,LJP6,1.0218,0.0279,1.0265,0.0326
50105-3,BT-20,10151-101-1,Nintedanib,0.12,uM,LJP6,1.0058,0.0431,1.0075,0.0508
50105-3,BT-20,10151-101-1,Nintedanib,0.37,uM,LJP6,0.8849,0.0643,0.8570,0.0779
50105-3,BT-20,10151-101-1,Nintedanib,1.11,uM,LJP6,0.8717,0.0442,0.8429,0.0517
50105-3,BT-20,10151-101-1,Nintedanib,3.33,uM,LJP6,0.7585,0.0330,0.6923,0.0455
50105-3,BT-20,10151-101-1,Nintedanib,10,uM,LJP6,0.6248,0.0562,0.5076,0.0683
50105-3,BT-20,10157-101-1,Foretinib,0.04,uM,LJP5,1.0209,0.0231,1.0216,0.0264
50105-3,BT-20,10157-101-1,Foretinib,0.12,uM,LJP5,0.8399,0.0623,0.7989,0.0863
50105-3,BT-20,10157-101-1,Foretinib,0.37,uM,LJP5,0.4442,0.0667,0.2365,0.1248
50105-3,BT-20,10157-101-1,Foretinib,1.11,uM,LJP5,0.3008,0.0228,-0.0096,0.0711
50105-3,BT-20,10157-101-1,Foretinib,3.33,uM,LJP5,0.2958,0.0236,-0.0192,0.0709
50105-3,BT-20,10157-101-1,Foretinib,10,uM,LJP5,0.2435,0.0208,-0.1243,0.0696
50105-3,BT-20,10158-101-1,AZD 5438,0.04,uM,LJP6,0.9045,0.0422,0.8840,0.0494
50105-3,BT-20,10158-101-1,AZD 5438,0.12,uM,LJP6,0.7288,0.0675,0.6548,0.0828
50105-3,BT-20,10158-101-1,AZD 5438,0.37,uM,LJP6,0.5248,0.0869,0.3540,0.1178
50105-3,BT-20,10158-101-1,AZD 5438,1.11,uM,LJP6,0.3535,0.0478,0.0675,0.0645
50105-3,BT-20,10158-101-1,AZD 5438,3.33,uM,LJP6,0.2582,0.0289,-0.1169,0.0583
50105-3,BT-20,10158-101-1,AZD 5438,10,uM,LJP6,0.1470,0.0249,-0.3719,0.0849
50105-3,BT-20,10159-101-1,Pelitinib,0.04,uM,LJP5,0.9703,0.0335,0.9658,0.0379
50105-3,BT-20,10159-101-1,Pelitinib,0.12,uM,LJP5,0.8960,0.0497,0.8768,0.0573
50105-3,BT-20,10159-101-1,Pelitinib,0.37,uM,LJP5,0.8088,0.0059,0.7676,0.0035
50105-3,BT-20,10159-101-1,Pelitinib,1.11,uM,LJP5,0.7545,0.0187,0.6970,0.0213
50105-3,BT-20,10159-101-1,Pelitinib,3.33,uM,LJP5,0.6793,0.0555,0.5940,0.0728
50105-3,BT-20,10159-101-1,Pelitinib,10,uM,LJP5,0.1905,0.0220,-0.2415,0.0793
50105-3,BT-20,10161-101-1,Luminespib,0.04,uM,LJP5,0.2880,0.0235,-0.0343,0.0712
50105-3,BT-20,10161-101-1,Luminespib,0.12,uM,LJP5,0.2863,0.0265,-0.0382,0.0784
50105-3,BT-20,10161-101-1,Luminespib,0.37,uM,LJP5,0.2831,0.0252,-0.0442,0.0749
50105-3,BT-20,10161-101-1,Luminespib,1.11,uM,LJP5,0.2859,0.0225,-0.0382,0.0704
50105-3,BT-20,10161-101-1,Luminespib,3.33,uM,LJP5,0.2848,0.0230,-0.0405,0.0709
50105-3,BT-20,10161-101-1,Luminespib,10,uM,LJP5,0.2981,0.0249,-0.0149,0.0754
50105-3,BT-20,10164-101-1,AZD8330,0.04,uM,LJP5,0.7453,0.0097,0.6851,0.0103
50105-3,BT-20,10164-101-1,AZD8330,0.12,uM,LJP5,0.7874,0.0221,0.7412,0.0198
50105-3,BT-20,10164-101-1,AZD8330,0.37,uM,LJP5,0.7936,0.0102,0.7485,0.0048
50105-3,BT-20,10164-101-1,AZD8330,1.11,uM,LJP5,0.7859,0.0178,0.7389,0.0144
50105-3,BT-20,10164-101-1,AZD8330,3.33,uM,LJP5,0.8237,0.0037,0.7862,0.0060
50105-3,BT-20,10164-101-1,AZD8330,10,uM,LJP5,0.8368,0.0102,0.8026,0.0130
50105-3,BT-20,10171-101-1,TGX221,0.04,uM,LJP5,0.9296,0.0203,0.9141,0.0286
50105-3,BT-20,10171-101-1,TGX221,0.12,uM,LJP5,0.9607,0.0163,0.9540,0.0186
50105-3,BT-20,10171-101-1,TGX221,0.37,uM,LJP5,1.0047,0.0103,1.0061,0.0124
50105-3,BT-20,10171-101-1,TGX221,1.11,uM,LJP5,1.0179,0.0274,1.0185,0.0301
50105-3,BT-20,10171-101-1,TGX221,3.33,uM,LJP5,1.0484,0.0273,1.0556,0.0312
50105-3,BT-20,10171-101-1,TGX221,10,uM,LJP5,1.0426,0.0140,1.0487,0.0152
50105-3,BT-20,10172-101-1,GSK1059615,0.04,uM,LJP5,0.9888,0.0243,0.9881,0.0287
50105-3,BT-20,10172-101-1,GSK1059615,0.04,uM,LJP6,0.9014,0.0420,0.8809,0.0492
50105-3,BT-20,10172-101-1,GSK1059615,0.12,uM,LJP5,0.7700,0.0170,0.7182,0.0127
50105-3,BT-20,10172-101-1,GSK1059615,0.12,uM,LJP6,0.6616,0.0866,0.5571,0.1138
50105-3,BT-20,10172-101-1,GSK1059615,0.37,uM,LJP5,0.3756,0.0121,0.1300,0.0138
50105-3,BT-20,10172-101-1,GSK1059615,0.37,uM,LJP6,0.4639,0.0763,0.2539,0.1176
50105-3,BT-20,10172-101-1,GSK1059615,1.11,uM,LJP5,0.1886,0.0185,-0.2454,0.0427
50105-3,BT-20,10172-101-1,GSK1059615,1.11,uM,LJP6,0.2217,0.0162,-0.1974,0.0561
50105-3,BT-20,10172-101-1,GSK1059615,3.33,uM,LJP5,0.1342,0.0202,-0.3835,0.0705
50105-3,BT-20,10172-101-1,GSK1059615,3.33,uM,LJP6,0.1687,0.0196,-0.3211,0.0564
50105-3,BT-20,10172-101-1,GSK1059615,10,uM,LJP5,0.1158,0.0135,-0.4335,0.0401
50105-3,BT-20,10172-101-1,GSK1059615,10,uM,LJP6,0.1196,0.0220,-0.4462,0.0835
50105-3,BT-20,10177-101-1,Brivanib,0.04,uM,LJP5,0.9556,0.0198,0.9494,0.0223
50105-3,BT-20,10177-101-1,Brivanib,0.12,uM,LJP5,0.9448,0.0094,0.9352,0.0094
50105-3,BT-20,10177-101-1,Brivanib,0.37,uM,LJP5,0.9626,0.0067,0.9563,0.0071
50105-3,BT-20,10177-101-1,Brivanib,1.11,uM,LJP5,0.9389,0.0132,0.9284,0.0141
50105-3,BT-20,10177-101-1,Brivanib,3.33,uM,LJP5,0.9364,0.0236,0.9252,0.0272
50105-3,BT-20,10177-101-1,Brivanib,10,uM,LJP5,0.8334,0.0118,0.7975,0.0176
50105-3,BT-20,10180-101-1,CHIR-99021,0.04,uM,LJP6,0.9323,0.0507,0.9147,0.0621
50105-3,BT-20,10180-101-1,CHIR-99021,0.12,uM,LJP6,0.9456,0.0394,0.9320,0.0473
50105-3,BT-20,10180-101-1,CHIR-99021,0.37,uM,LJP6,0.9661,0.0425,0.9594,0.0502
50105-3,BT-20,10180-101-1,CHIR-99021,1.11,uM,LJP6,1.0023,0.0444,1.0048,0.0536
50105-3,BT-20,10180-101-1,CHIR-99021,3.33,uM,LJP6,1.0041,0.0329,1.0056,0.0397
50105-3,BT-20,10180-101-1,CHIR-99021,10,uM,LJP6,0.8963,0.0748,0.8748,0.0913
50105-3,BT-20,10182-101-1,Linifanib,0.04,uM,LJP6,1.0791,0.0080,1.0934,0.0081
50105-3,BT-20,10182-101-1,Linifanib,0.12,uM,LJP6,1.0595,0.0177,1.0718,0.0228
50105-3,BT-20,10182-101-1,Linifanib,0.37,uM,LJP6,1.0610,0.0156,1.0727,0.0183
50105-3,BT-20,10182-101-1,Linifanib,1.11,uM,LJP6,1.0640,0.0131,1.0756,0.0151
50105-3,BT-20,10182-101-1,Linifanib,3.33,uM,LJP6,1.0270,0.0047,1.0322,0.0063
50105-3,BT-20,10182-101-1,Linifanib,10,uM,LJP6,0.6568,0.1610,0.5437,0.2144
50105-3,BT-20,10190-101-1,PIK-93,0.04,uM,LJP5,1.0209,0.0035,1.0243,0.0044
50105-3,BT-20,10190-101-1,PIK-93,0.12,uM,LJP5,1.0204,0.0159,1.0233,0.0176
50105-3,BT-20,10190-101-1,PIK-93,0.37,uM,LJP5,1.0408,0.0161,1.0482,0.0198
