Small Molecule HMS LINCS ID,Small Molecule Name,Cell Line HMS LINCS ID,Cell Line Name,Drug Concentration,Conc Units,Timepoint,Timepoint Units,Measured pERK (Alexa 488),Measured p-Rb (Alexa 568),Alexa Fluor 647,Measured p-Akt/p-4EBP1/p-S6 (Alexa 647),Image
10280-999-2,Triciribine,50583-5,MCF 10A,1.0,uM,24,hr,292.88,142.42,p-Akt,18.46,347669
10232-101-2,Dactolisib,50583-5,MCF 10A,1.0,uM,6,hr,336.82,110.71,p-Akt,15.93,335284
10232-101-2,Dactolisib,50583-5,MCF 10A,1.0,uM,24,hr,366.10,45.69,p-Akt,12.12,348334
10098-101-2,Gefitinib,50541-2,T47D,1.0,uM,6,hr,158.07,93.35,p-Akt,98.53,337688
10098-101-2,Gefitinib,50541-2,T47D,1.0,uM,24,hr,148.87,85.46,p-Akt,68.69,351916
10345-999-1,Torkinib,50541-2,T47D,562.0,nM,6,hr,152.84,70.14,p-Akt,16.03,338965
10345-999-1,Torkinib,50541-2,T47D,562.0,nM,24,hr,127.60,40.01,p-Akt,14.71,352448
10172-101-2,GSK1059615,50541-2,T47D,1.0,uM,6,hr,162.77,63.84,p-Akt,23.45,339641
10172-101-2,GSK1059615,50541-2,T47D,1.0,uM,24,hr,162.76,47.25,p-Akt,19.66,352871
10057-102-1,MK2206,50541-2,T47D,1.0,uM,6,hr,99.03,36.33,p-Akt,5.91,339974
10057-102-1,MK2206,50541-2,T47D,1.0,uM,24,hr,134.17,48.49,p-Akt,14.42,353465
10280-999-2,Triciribine,50541-2,T47D,1.0,uM,6,hr,101.24,26.12,p-Akt,9.22,340369
10280-999-2,Triciribine,50541-2,T47D,1.0,uM,24,hr,178.44,67.80,p-Akt,36.23,350972
10232-101-2,Dactolisib,50541-2,T47D,1.0,uM,6,hr,93.74,42.44,p-Akt,6.74,338201
10232-101-2,Dactolisib,50541-2,T47D,1.0,uM,24,hr,123.49,35.99,p-Akt,13.58,351206
10098-101-2,Gefitinib,50091-2,AU565,3.16,uM,6,hr,262.04,61.46,p-Akt,19.52,328238
10098-101-2,Gefitinib,50091-2,AU565,3.16,uM,24,hr,355.81,74.70,p-Akt,40.56,342035
10345-999-1,Torkinib,50091-2,AU565,2.37,uM,6,hr,334.47,55.96,p-Akt,14.59,329380
10345-999-1,Torkinib,50091-2,AU565,2.37,uM,24,hr,406.69,64.21,p-Akt,19.47,343024
10172-101-2,GSK1059615,50091-2,AU565,3.16,uM,6,hr,328.03,69.27,p-Akt,17.72,329641
10172-101-2,GSK1059615,50091-2,AU565,3.16,uM,24,hr,365.42,74.64,p-Akt,20.66,343105
10057-102-1,MK2206,50091-2,AU565,3.16,uM,6,hr,321.05,67.77,p-Akt,15.69,330335
10057-102-1,MK2206,50091-2,AU565,3.16,uM,24,hr,339.94,67.81,p-Akt,19.06,344095
10280-999-2,Triciribine,50091-2,AU565,3.16,uM,6,hr,214.36,53.73,p-Akt,14.71,331000
10280-999-2,Triciribine,50091-2,AU565,3.16,uM,24,hr,450.08,73.05,p-Akt,34.69,340999
10232-101-2,Dactolisib,50091-2,AU565,3.16,uM,6,hr,191.19,40.59,p-Akt,11.70,328850
10232-101-2,Dactolisib,50091-2,AU565,3.16,uM,24,hr,475.12,63.41,p-Akt,22.07,341819
10098-101-2,Gefitinib,50213-2,HCC1954,3.16,uM,6,hr,127.13,37.66,p-Akt,19.29,354113
10098-101-2,Gefitinib,50213-2,HCC1954,3.16,uM,24,hr,261.18,80.70,p-Akt,54.92,345392
10345-999-1,Torkinib,50213-2,HCC1954,2.37,uM,6,hr,268.74,56.54,p-Akt,13.02,354977
10345-999-1,Torkinib,50213-2,HCC1954,2.37,uM,24,hr,249.07,61.10,p-Akt,16.22,345859
10172-101-2,GSK1059615,50213-2,HCC1954,3.16,uM,6,hr,431.21,75.16,p-Akt,24.13,355841
10172-101-2,GSK1059615,50213-2,HCC1954,3.16,uM,24,hr,314.00,58.47,p-Akt,19.76,346301
10057-102-1,MK2206,50213-2,HCC1954,3.16,uM,6,hr,181.47,56.47,p-Akt,13.18,356461
10057-102-1,MK2206,50213-2,HCC1954,3.16,uM,24,hr,269.15,73.62,p-Akt,19.68,347236
10280-999-2,Triciribine,50213-2,HCC1954,3.16,uM,6,hr,264.60,88.34,p-Akt,31.68,356750
10280-999-2,Triciribine,50213-2,HCC1954,3.16,uM,24,hr,232.65,92.47,p-Akt,28.35,344393
10232-101-2,Dactolisib,50213-2,HCC1954,3.16,uM,6,hr,195.19,57.19,p-Akt,14.48,354544
10232-101-2,Dactolisib,50213-2,HCC1954,3.16,uM,24,hr,266.94,62.78,p-Akt,17.00,344816
10098-101-2,Gefitinib,50583-5,MCF 10A,3.16,uM,6,hr,189.19,137.76,p-Akt,27.24,334457
10098-101-2,Gefitinib,50583-5,MCF 10A,3.16,uM,24,hr,206.94,27.53,p-Akt,24.17,348874
10345-999-1,Torkinib,50583-5,MCF 10A,2.37,uM,6,hr,620.84,155.04,p-Akt,19.11,335663
10345-999-1,Torkinib,50583-5,MCF 10A,2.37,uM,24,hr,450.70,63.76,p-Akt,11.66,349064
10172-101-2,GSK1059615,50583-5,MCF 10A,3.16,uM,6,hr,223.50,118.52,p-Akt,14.58,336401
10172-101-2,GSK1059615,50583-5,MCF 10A,3.16,uM,24,hr,220.43,104.70,p-Akt,17.25,349801
10057-102-1,MK2206,50583-5,MCF 10A,3.16,uM,6,hr,362.90,136.60,p-Akt,34.88,336805
10057-102-1,MK2206,50583-5,MCF 10A,3.16,uM,24,hr,339.83,147.32,p-Akt,14.25,350341
10280-999-2,Triciribine,50583-5,MCF 10A,3.16,uM,6,hr,368.60,138.28,p-Akt,42.99,337525
10280-999-2,Triciribine,50583-5,MCF 10A,3.16,uM,24,hr,291.55,118.36,p-Akt,17.80,347462
10232-101-2,Dactolisib,50583-5,MCF 10A,3.16,uM,6,hr,279.99,117.79,p-Akt,15.56,335221
10232-101-2,Dactolisib,50583-5,MCF 10A,3.16,uM,24,hr,347.40,68.81,p-Akt,13.92,348415
10098-101-2,Gefitinib,50541-2,T47D,3.16,uM,6,hr,156.73,93.87,p-Akt,103.83,337867
10098-101-2,Gefitinib,50541-2,T47D,3.16,uM,24,hr,144.01,83.55,p-Akt,67.99,351862
10345-999-1,Torkinib,50541-2,T47D,2.37,uM,6,hr,145.64,70.16,p-Akt,14.84,339253
10345-999-1,Torkinib,50541-2,T47D,2.37,uM,24,hr,128.17,38.84,p-Akt,13.90,352439
10172-101-2,GSK1059615,50541-2,T47D,3.16,uM,6,hr,169.45,61.91,p-Akt,15.84,339434
10172-101-2,GSK1059615,50541-2,T47D,3.16,uM,24,hr,211.52,65.88,p-Akt,20.20,353203
10057-102-1,MK2206,50541-2,T47D,3.16,uM,6,hr,102.31,29.14,p-Akt,5.87,340046
10057-102-1,MK2206,50541-2,T47D,3.16,uM,24,hr,150.54,44.09,p-Akt,14.26,353824
10280-999-2,Triciribine,50541-2,T47D,3.16,uM,6,hr,103.46,24.67,p-Akt,8.36,340486
10280-999-2,Triciribine,50541-2,T47D,3.16,uM,24,hr,173.42,66.40,p-Akt,35.63,351025
10232-101-2,Dactolisib,50541-2,T47D,3.16,uM,6,hr,94.75,44.06,p-Akt,6.83,338416
10232-101-2,Dactolisib,50541-2,T47D,3.16,uM,24,hr,132.13,45.78,p-Akt,14.01,351431
10098-101-2,Gefitinib,50091-2,AU565,10.0,uM,6,hr,292.18,65.87,p-Akt,21.37,328175
10098-101-2,Gefitinib,50091-2,AU565,10.0,uM,24,hr,347.54,73.63,p-Akt,25.17,342394
10345-999-1,Torkinib,50091-2,AU565,10.0,uM,6,hr,310.33,55.05,p-Akt,15.34,329021
10345-999-1,Torkinib,50091-2,AU565,10.0,uM,24,hr,426.49,72.12,p-Akt,20.34,342826
10172-101-2,GSK1059615,50091-2,AU565,10.0,uM,6,hr,287.99,63.31,p-Akt,15.70,329588
10172-101-2,GSK1059615,50091-2,AU565,10.0,uM,24,hr,323.29,73.24,p-Akt,18.11,343384
10057-102-1,MK2206,50091-2,AU565,10.0,uM,6,hr,310.26,62.42,p-Akt,15.88,330155
10057-102-1,MK2206,50091-2,AU565,10.0,uM,24,hr,326.13,65.38,p-Akt,18.65,343744
10280-999-2,Triciribine,50091-2,AU565,10.0,uM,6,hr,251.46,57.85,p-Akt,15.41,331054
10280-999-2,Triciribine,50091-2,AU565,10.0,uM,24,hr,414.15,63.54,p-Akt,27.27,341323
10232-101-2,Dactolisib,50091-2,AU565,10.0,uM,6,hr,233.98,48.82,p-Akt,14.99,328751
10232-101-2,Dactolisib,50091-2,AU565,10.0,uM,24,hr,466.70,65.77,p-Akt,21.33,341495
10098-101-2,Gefitinib,50213-2,HCC1954,10.0,uM,6,hr,158.85,51.07,p-Akt,22.01,354248
10098-101-2,Gefitinib,50213-2,HCC1954,10.0,uM,24,hr,230.01,66.22,p-Akt,41.71,345356
10345-999-1,Torkinib,50213-2,HCC1954,10.0,uM,6,hr,179.76,31.73,p-Akt,10.59,355444
10345-999-1,Torkinib,50213-2,HCC1954,10.0,uM,24,hr,230.32,53.62,p-Akt,15.31,345985
10172-101-2,GSK1059615,50213-2,HCC1954,10.0,uM,6,hr,457.84,75.13,p-Akt,29.14,355930
10172-101-2,GSK1059615,50213-2,HCC1954,10.0,uM,24,hr,329.88,59.56,p-Akt,19.38,346444
10057-102-1,MK2206,50213-2,HCC1954,10.0,uM,6,hr,219.36,64.72,p-Akt,15.15,356255
10057-102-1,MK2206,50213-2,HCC1954,10.0,uM,24,hr,255.20,58.01,p-Akt,19.08,347299
10280-999-2,Triciribine,50213-2,HCC1954,10.0,uM,6,hr,271.15,84.89,p-Akt,24.33,356965
10280-999-2,Triciribine,50213-2,HCC1954,10.0,uM,24,hr,216.26,81.94,p-Akt,23.92,344375
10232-101-2,Dactolisib,50213-2,HCC1954,10.0,uM,6,hr,232.67,72.97,p-Akt,16.02,354517
10232-101-2,Dactolisib,50213-2,HCC1954,10.0,uM,24,hr,262.23,73.86,p-Akt,18.96,345193
10098-101-2,Gefitinib,50583-5,MCF 10A,10.0,uM,6,hr,179.64,123.42,p-Akt,28.81,334673
10098-101-2,Gefitinib,50583-5,MCF 10A,10.0,uM,24,hr,192.99,28.34,p-Akt,22.21,348721
10345-999-1,Torkinib,50583-5,MCF 10A,10.0,uM,6,hr,563.34,144.82,p-Akt,16.90,335690
10345-999-1,Torkinib,50583-5,MCF 10A,10.0,uM,24,hr,425.35,75.91,p-Akt,12.93,349334
10172-101-2,GSK1059615,50583-5,MCF 10A,10.0,uM,6,hr,225.75,115.01,p-Akt,12.62,336032
10172-101-2,GSK1059615,50583-5,MCF 10A,10.0,uM,24,hr,200.07,77.09,p-Akt,13.27,349666
10057-102-1,MK2206,50583-5,MCF 10A,10.0,uM,6,hr,336.78,130.66,p-Akt,15.48,337066
10057-102-1,MK2206,50583-5,MCF 10A,10.0,uM,24,hr,310.25,82.81,p-Akt,12.52,350090
10280-999-2,Triciribine,50583-5,MCF 10A,10.0,uM,6,hr,337.64,131.68,p-Akt,15.51,337588
10280-999-2,Triciribine,50583-5,MCF 10A,10.0,uM,24,hr,284.66,92.69,p-Akt,18.74,347588
10232-101-2,Dactolisib,50583-5,MCF 10A,10.0,uM,6,hr,277.17,129.83,p-Akt,14.88,335311
10232-101-2,Dactolisib,50583-5,MCF 10A,10.0,uM,24,hr,395.02,66.41,p-Akt,17.83,348298
10098-101-2,Gefitinib,50541-2,T47D,10.0,uM,6,hr,157.55,89.42,p-Akt,106.87,337822
10098-101-2,Gefitinib,50541-2,T47D,10.0,uM,24,hr,139.09,65.73,p-Akt,66.96,351791
10345-999-1,Torkinib,50541-2,T47D,10.0,uM,6,hr,152.43,69.07,p-Akt,14.87,338777
10345-999-1,Torkinib,50541-2,T47D,10.0,uM,24,hr,137.62,40.90,p-Akt,14.21,352466
10172-101-2,GSK1059615,50541-2,T47D,10.0,uM,6,hr,189.09,66.04,p-Akt,16.13,339524
10172-101-2,GSK1059615,50541-2,T47D,10.0,uM,24,hr,190.43,66.91,p-Akt,17.57,352934
10057-102-1,MK2206,50541-2,T47D,10.0,uM,6,hr,110.32,28.55,p-Akt,6.57,339812
10057-102-1,MK2206,50541-2,T47D,10.0,uM,24,hr,188.01,51.80,p-Akt,14.95,353492
10280-999-2,Triciribine,50541-2,T47D,10.0,uM,6,hr,110.90,45.64,p-Akt,9.31,340522
10280-999-2,Triciribine,50541-2,T47D,10.0,uM,24,hr,179.90,57.17,p-Akt,33.20,351133
10232-101-2,Dactolisib,50541-2,T47D,10.0,uM,6,hr,93.15,46.29,p-Akt,6.63,338246
10232-101-2,Dactolisib,50541-2,T47D,10.0,uM,24,hr,153.18,108.52,p-Akt,16.83,351269
10098-101-2,Gefitinib,50091-2,AU565,0 (control),,6,hr,239.03,48.95,p-4EBP1,49.90,328292
10098-101-2,Gefitinib,50091-2,AU565,0 (control),,24,hr,567.06,138.57,p-4EBP1,168.25,342493
10345-999-1,Torkinib,50091-2,AU565,0 (control),,6,hr,240.39,56.13,p-4EBP1,67.78,329192
10345-999-1,Torkinib,50091-2,AU565,0 (control),,24,hr,470.66,130.67,p-4EBP1,221.68,342844
10172-101-2,GSK1059615,50091-2,AU565,0 (control),,6,hr,212.15,50.86,p-4EBP1,60.63,329722
10172-101-2,GSK1059615,50091-2,AU565,0 (control),,24,hr,436.18,122.76,p-4EBP1,194.67,343447
10057-102-1,MK2206,50091-2,AU565,0 (control),,6,hr,268.49,73.16,p-4EBP1,98.25,330452
10057-102-1,MK2206,50091-2,AU565,0 (control),,24,hr,403.89,132.09,p-4EBP1,209.45,343592
10280-999-2,Triciribine,50091-2,AU565,0 (control),,6,hr,225.03,56.04,p-4EBP1,66.91,330920
10280-999-2,Triciribine,50091-2,AU565,0 (control),,24,hr,473.12,123.96,p-4EBP1,227.44,341125
10232-101-2,Dactolisib,50091-2,AU565,0 (control),,6,hr,218.03,53.42,p-4EBP1,64.33,328472
10232-101-2,Dactolisib,50091-2,AU565,0 (control),,24,hr,508.92,132.23,p-4EBP1,196.24,341504
10098-101-2,Gefitinib,50213-2,HCC1954,0 (control),,6,hr,317.65,68.10,p-4EBP1,77.56,354122
10098-101-2,Gefitinib,50213-2,HCC1954,0 (control),,24,hr,298.23,132.71,p-4EBP1,146.23,345320
10345-999-1,Torkinib,50213-2,HCC1954,0 (control),,6,hr,211.23,44.39,p-4EBP1,52.87,355021
10345-999-1,Torkinib,50213-2,HCC1954,0 (control),,24,hr,306.93,118.80,p-4EBP1,137.40,346084
10172-101-2,GSK1059615,50213-2,HCC1954,0 (control),,6,hr,562.01,105.00,p-4EBP1,155.98,355607
10172-101-2,GSK1059615,50213-2,HCC1954,0 (control),,24,hr,318.75,119.61,p-4EBP1,141.96,346355
10057-102-1,MK2206,50213-2,HCC1954,0 (control),,6,hr,238.90,65.60,p-4EBP1,92.63,356506
10057-102-1,MK2206,50213-2,HCC1954,0 (control),,24,hr,323.37,131.46,p-4EBP1,171.31,347353
10280-999-2,Triciribine,50213-2,HCC1954,0 (control),,6,hr,263.52,82.77,p-4EBP1,106.42,356759
10280-999-2,Triciribine,50213-2,HCC1954,0 (control),,24,hr,320.03,109.53,p-4EBP1,131.32,344420
10232-101-2,Dactolisib,50213-2,HCC1954,0 (control),,6,hr,255.38,84.53,p-4EBP1,99.75,354805
10232-101-2,Dactolisib,50213-2,HCC1954,0 (control),,24,hr,304.21,127.11,p-4EBP1,143.88,344672
10098-101-2,Gefitinib,50583-5,MCF 10A,0 (control),,6,hr,453.40,162.25,p-4EBP1,316.67,334852
10098-101-2,Gefitinib,50583-5,MCF 10A,0 (control),,24,hr,288.88,131.01,p-4EBP1,355.73,348658
10345-999-1,Torkinib,50583-5,MCF 10A,0 (control),,6,hr,467.47,159.41,p-4EBP1,396.36,335708
10345-999-1,Torkinib,50583-5,MCF 10A,0 (control),,24,hr,394.65,138.31,p-4EBP1,364.25,349154
10172-101-2,GSK1059615,50583-5,MCF 10A,0 (control),,6,hr,501.27,168.80,p-4EBP1,415.08,336464
10172-101-2,GSK1059615,50583-5,MCF 10A,0 (control),,24,hr,376.23,140.90,p-4EBP1,385.66,349702
10057-102-1,MK2206,50583-5,MCF 10A,0 (control),,6,hr,478.65,167.37,p-4EBP1,401.00,336769
10057-102-1,MK2206,50583-5,MCF 10A,0 (control),,24,hr,294.60,141.21,p-4EBP1,347.45,350386
10280-999-2,Triciribine,50583-5,MCF 10A,0 (control),,6,hr,480.71,167.76,p-4EBP1,402.88,337480
10280-999-2,Triciribine,50583-5,MCF 10A,0 (control),,24,hr,306.71,141.21,p-4EBP1,333.89,347453
10232-101-2,Dactolisib,50583-5,MCF 10A,0 (control),,6,hr,444.47,164.51,p-4EBP1,404.34,335365
10232-101-2,Dactolisib,50583-5,MCF 10A,0 (control),,24,hr,265.37,131.31,p-4EBP1,328.31,348190
10098-101-2,Gefitinib,50541-2,T47D,0 (control),,6,hr,193.18,93.79,p-4EBP1,445.45,338038
10098-101-2,Gefitinib,50541-2,T47D,0 (control),,24,hr,150.41,115.14,p-4EBP1,415.57,351934
10345-999-1,Torkinib,50541-2,T47D,0 (control),,6,hr,176.74,87.35,p-4EBP1,505.65,338983
10345-999-1,Torkinib,50541-2,T47D,0 (control),,24,hr,155.50,106.52,p-4EBP1,408.57,352655
10172-101-2,GSK1059615,50541-2,T47D,0 (control),,6,hr,149.75,83.94,p-4EBP1,463.86,339533
10172-101-2,GSK1059615,50541-2,T47D,0 (control),,24,hr,163.50,102.73,p-4EBP1,416.56,353239
10057-102-1,MK2206,50541-2,T47D,0 (control),,6,hr,87.33,30.74,p-4EBP1,69.19,340298
10057-102-1,MK2206,50541-2,T47D,0 (control),,24,hr,156.18,103.82,p-4EBP1,379.68,353501
10280-999-2,Triciribine,50541-2,T47D,0 (control),,6,hr,96.15,34.17,p-4EBP1,92.30,340558
10280-999-2,Triciribine,50541-2,T47D,0 (control),,24,hr,151.15,101.76,p-4EBP1,381.76,350630
10232-101-2,Dactolisib,50541-2,T47D,0 (control),,6,hr,88.35,28.53,p-4EBP1,84.26,338344
10232-101-2,Dactolisib,50541-2,T47D,0 (control),,24,hr,158.04,108.23,p-4EBP1,356.79,351673
10098-101-2,Gefitinib,50091-2,AU565,1.0,nM,6,hr,244.78,52.81,p-4EBP1,55.56,328103
10098-101-2,Gefitinib,50091-2,AU565,1.0,nM,24,hr,565.14,135.83,p-4EBP1,162.84,342260
10345-999-1,Torkinib,50091-2,AU565,0.1,nM,6,hr,226.90,50.34,p-4EBP1,59.83,329318
10345-999-1,Torkinib,50091-2,AU565,0.1,nM,24,hr,447.23,126.56,p-4EBP1,206.68,342655
10172-101-2,GSK1059615,50091-2,AU565,1.0,nM,6,hr,304.69,73.43,p-4EBP1,77.12,329821
10172-101-2,GSK1059615,50091-2,AU565,1.0,nM,24,hr,447.95,122.25,p-4EBP1,188.36,343240
10057-102-1,MK2206,50091-2,AU565,1.0,nM,6,hr,323.13,77.03,p-4EBP1,111.42,330479
10057-102-1,MK2206,50091-2,AU565,1.0,nM,24,hr,413.46,130.22,p-4EBP1,201.44,343628
10280-999-2,Triciribine,50091-2,AU565,1.0,nM,6,hr,371.79,87.94,p-4EBP1,131.82,331108
10280-999-2,Triciribine,50091-2,AU565,1.0,nM,24,hr,496.90,135.91,p-4EBP1,227.34,341053
10232-101-2,Dactolisib,50091-2,AU565,1.0,nM,6,hr,260.00,60.48,p-4EBP1,77.46,328535
10232-101-2,Dactolisib,50091-2,AU565,1.0,nM,24,hr,497.45,123.10,p-4EBP1,179.16,341918
10098-101-2,Gefitinib,50213-2,HCC1954,1.0,nM,6,hr,232.57,59.57,p-4EBP1,68.44,354311
10098-101-2,Gefitinib,50213-2,HCC1954,1.0,nM,24,hr,287.16,132.24,p-4EBP1,145.96,345329
10345-999-1,Torkinib,50213-2,HCC1954,0.1,nM,6,hr,179.96,38.18,p-4EBP1,49.70,355102
10345-999-1,Torkinib,50213-2,HCC1954,0.1,nM,24,hr,294.96,117.90,p-4EBP1,132.58,346174
10172-101-2,GSK1059615,50213-2,HCC1954,1.0,nM,6,hr,397.30,83.48,p-4EBP1,105.62,355643
10172-101-2,GSK1059615,50213-2,HCC1954,1.0,nM,24,hr,312.64,118.83,p-4EBP1,134.00,346471
10057-102-1,MK2206,50213-2,HCC1954,1.0,nM,6,hr,356.01,86.76,p-4EBP1,124.05,356111
10057-102-1,MK2206,50213-2,HCC1954,1.0,nM,24,hr,296.62,131.41,p-4EBP1,160.11,347182
10280-999-2,Triciribine,50213-2,HCC1954,1.0,nM,6,hr,163.46,53.08,p-4EBP1,72.71,356642
10280-999-2,Triciribine,50213-2,HCC1954,1.0,nM,24,hr,308.42,119.21,p-4EBP1,134.79,344258
10232-101-2,Dactolisib,50213-2,HCC1954,1.0,nM,6,hr,250.11,85.06,p-4EBP1,113.97,354850
10232-101-2,Dactolisib,50213-2,HCC1954,1.0,nM,24,hr,273.28,115.82,p-4EBP1,137.09,344951
10098-101-2,Gefitinib,50583-5,MCF 10A,1.0,nM,6,hr,409.89,169.83,p-4EBP1,287.83,334655
10098-101-2,Gefitinib,50583-5,MCF 10A,1.0,nM,24,hr,310.85,145.93,p-4EBP1,297.30,348820
10345-999-1,Torkinib,50583-5,MCF 10A,0.1,nM,6,hr,454.27,168.14,p-4EBP1,359.55,335681
10345-999-1,Torkinib,50583-5,MCF 10A,0.1,nM,24,hr,351.84,149.96,p-4EBP1,312.03,349100
10172-101-2,GSK1059615,50583-5,MCF 10A,1.0,nM,6,hr,416.58,176.11,p-4EBP1,365.78,336311
10172-101-2,GSK1059615,50583-5,MCF 10A,1.0,nM,24,hr,339.65,151.01,p-4EBP1,311.96,349621
10057-102-1,MK2206,50583-5,MCF 10A,1.0,nM,6,hr,464.75,155.56,p-4EBP1,392.89,337003
10057-102-1,MK2206,50583-5,MCF 10A,1.0,nM,24,hr,310.01,157.52,p-4EBP1,304.75,350260
10280-999-2,Triciribine,50583-5,MCF 10A,1.0,nM,6,hr,468.07,156.41,p-4EBP1,394.50,337237
10280-999-2,Triciribine,50583-5,MCF 10A,1.0,nM,24,hr,271.13,139.86,p-4EBP1,293.74,347750
10232-101-2,Dactolisib,50583-5,MCF 10A,1.0,nM,6,hr,422.75,163.30,p-4EBP1,379.78,335419
10232-101-2,Dactolisib,50583-5,MCF 10A,1.0,nM,24,hr,262.81,138.59,p-4EBP1,280.35,348064
10098-101-2,Gefitinib,50541-2,T47D,1.0,nM,6,hr,190.48,96.43,p-4EBP1,457.97,338182
10098-101-2,Gefitinib,50541-2,T47D,1.0,nM,24,hr,165.45,112.53,p-4EBP1,413.72,351835
10345-999-1,Torkinib,50541-2,T47D,0.1,nM,6,hr,175.05,87.63,p-4EBP1,497.19,338866
10345-999-1,Torkinib,50541-2,T47D,0.1,nM,24,hr,148.84,105.12,p-4EBP1,393.53,352349
10172-101-2,GSK1059615,50541-2,T47D,1.0,nM,6,hr,166.53,87.01,p-4EBP1,465.64,339389
10172-101-2,GSK1059615,50541-2,T47D,1.0,nM,24,hr,157.62,101.03,p-4EBP1,404.11,352835
10057-102-1,MK2206,50541-2,T47D,1.0,nM,6,hr,88.69,32.40,p-4EBP1,70.25,340342
10057-102-1,MK2206,50541-2,T47D,1.0,nM,24,hr,144.87,107.62,p-4EBP1,379.86,353366
10280-999-2,Triciribine,50541-2,T47D,1.0,nM,6,hr,99.51,46.00,p-4EBP1,135.71,340729
10280-999-2,Triciribine,50541-2,T47D,1.0,nM,24,hr,149.52,106.88,p-4EBP1,369.04,350774
10232-101-2,Dactolisib,50541-2,T47D,1.0,nM,6,hr,92.26,27.93,p-4EBP1,75.18,338273
10232-101-2,Dactolisib,50541-2,T47D,1.0,nM,24,hr,143.56,106.16,p-4EBP1,333.82,351565
10098-101-2,Gefitinib,50091-2,AU565,3.16,nM,6,hr,226.81,47.26,p-4EBP1,50.71,328004
10098-101-2,Gefitinib,50091-2,AU565,3.16,nM,24,hr,578.56,134.27,p-4EBP1,156.00,341972
10345-999-1,Torkinib,50091-2,AU565,0.422,nM,6,hr,372.97,73.36,p-4EBP1,96.01,329300
10345-999-1,Torkinib,50091-2,AU565,0.422,nM,24,hr,462.74,121.07,p-4EBP1,200.89,342907
10172-101-2,GSK1059615,50091-2,AU565,3.16,nM,6,hr,315.62,78.83,p-4EBP1,96.10,329875
10172-101-2,GSK1059615,50091-2,AU565,3.16,nM,24,hr,440.71,126.76,p-4EBP1,187.62,343285
10057-102-1,MK2206,50091-2,AU565,3.16,nM,6,hr,355.42,84.04,p-4EBP1,122.33,330344
10057-102-1,MK2206,50091-2,AU565,3.16,nM,24,hr,421.91,130.26,p-4EBP1,190.28,343834
10280-999-2,Triciribine,50091-2,AU565,3.16,nM,6,hr,315.25,77.31,p-4EBP1,111.67,331090
10280-999-2,Triciribine,50091-2,AU565,3.16,nM,24,hr,499.47,132.73,p-4EBP1,223.49,341134
10232-101-2,Dactolisib,50091-2,AU565,3.16,nM,6,hr,266.08,62.37,p-4EBP1,79.48,328670
10232-101-2,Dactolisib,50091-2,AU565,3.16,nM,24,hr,471.12,120.05,p-4EBP1,173.15,341603
10098-101-2,Gefitinib,50213-2,HCC1954,3.16,nM,6,hr,329.26,77.85,p-4EBP1,84.40,353897
10098-101-2,Gefitinib,50213-2,HCC1954,3.16,nM,24,hr,284.51,134.48,p-4EBP1,147.08,345679
10345-999-1,Torkinib,50213-2,HCC1954,0.422,nM,6,hr,228.09,50.66,p-4EBP1,63.64,355363
10345-999-1,Torkinib,50213-2,HCC1954,0.422,nM,24,hr,277.89,115.75,p-4EBP1,127.68,345940
10172-101-2,GSK1059615,50213-2,HCC1954,3.16,nM,6,hr,361.17,77.71,p-4EBP1,99.96,355894
10172-101-2,GSK1059615,50213-2,HCC1954,3.16,nM,24,hr,281.50,119.97,p-4EBP1,138.63,346615
10057-102-1,MK2206,50213-2,HCC1954,3.16,nM,6,hr,289.40,81.72,p-4EBP1,109.94,356165
10057-102-1,MK2206,50213-2,HCC1954,3.16,nM,24,hr,297.19,127.29,p-4EBP1,144.76,347138
10280-999-2,Triciribine,50213-2,HCC1954,3.16,nM,6,hr,173.10,49.87,p-4EBP1,76.11,357055
10280-999-2,Triciribine,50213-2,HCC1954,3.16,nM,24,hr,319.70,121.37,p-4EBP1,131.18,344168
10232-101-2,Dactolisib,50213-2,HCC1954,3.16,nM,6,hr,247.11,85.47,p-4EBP1,110.31,354904
10232-101-2,Dactolisib,50213-2,HCC1954,3.16,nM,24,hr,280.64,118.51,p-4EBP1,139.15,344906
10098-101-2,Gefitinib,50583-5,MCF 10A,3.16,nM,6,hr,427.56,166.37,p-4EBP1,288.16,334807
10098-101-2,Gefitinib,50583-5,MCF 10A,3.16,nM,24,hr,318.35,167.30,p-4EBP1,230.98,348649
10345-999-1,Torkinib,50583-5,MCF 10A,0.422,nM,6,hr,467.62,170.70,p-4EBP1,349.85,335519
10345-999-1,Torkinib,50583-5,MCF 10A,0.422,nM,24,hr,359.78,160.84,p-4EBP1,247.62,349406
10172-101-2,GSK1059615,50583-5,MCF 10A,3.16,nM,6,hr,448.80,175.75,p-4EBP1,378.05,336329
10172-101-2,GSK1059615,50583-5,MCF 10A,3.16,nM,24,hr,311.41,146.07,p-4EBP1,258.38,349729
10057-102-1,MK2206,50583-5,MCF 10A,3.16,nM,6,hr,368.90,158.40,p-4EBP1,358.95,336814
10057-102-1,MK2206,50583-5,MCF 10A,3.16,nM,24,hr,294.02,162.02,p-4EBP1,256.12,350440
10280-999-2,Triciribine,50583-5,MCF 10A,3.16,nM,6,hr,370.81,159.07,p-4EBP1,360.11,337552
10280-999-2,Triciribine,50583-5,MCF 10A,3.16,nM,24,hr,254.77,156.64,p-4EBP1,238.19,347875
